feature,center,sigma,lcl,ucl,mr_bar,mr_ucl,degenerate
126,2.748,0.212012,2.11196,3.38404,0.158594,0.518126,False
127,0.6274,0.122018,0.261346,0.993454,0.0671344,0.219328,False
128,3.191,0.173464,2.67061,3.71139,0.126754,0.414106,False
129,-0.1419,0.631291,-2.03577,1.75197,0.517929,1.69207,False
130,0.7672,0.0818395,0.521681,1.01272,0.0425552,0.139028,False
132,2.3237,0.0609349,2.1409,2.5065,0.0292892,0.0956877,False
134,38.9487,2.45185,31.5931,46.3042,2.15412,7.03751,False
200,17.57,4.29954,4.67138,30.4686,5.21164,17.0264,False
201,6.47,2.78729,-1.89186,14.8319,3.58521,11.7129,False
210,0.0796,0.0241664,0.00710086,0.152099,0.0339364,0.11087,False
270,29.2145,5.6493,12.2666,46.1624,7.05989,23.0647,False
273,19.4007,2.54918,11.7532,27.0482,3.38189,11.0487,False
274,109.576,51.4201,-44.684,263.837,62.0179,202.613,False
275,0.07885,0.0605642,-0.102843,0.260543,5.19825,16.9827,False
278,0.0011,0.00029652,0.00021044,0.00198956,0.000287846,0.000940393,False
280,0.0167,0.00400302,0.00469094,0.0287091,0.00521911,0.0170508,False
281,0.0137,0.00355824,0.00302528,0.0243747,0.00440474,0.0143903,False
285,1.8559,0.763836,-0.435607,4.14741,0.948539,3.09888,False
294,271.156,159.085,-206.1,748.412,348.987,1140.14,False
295,205.795,104.888,-108.869,520.459,203.61,665.194,False
296,1252.07,1100.69,-2050,4554.14,1892.23,6181.91,False
297,792.849,1090.6,-2478.95,4064.64,2797.21,9138.48,False
298,0.0523,0.0189773,-0.00463184,0.109232,0.0382377,0.124923,False
300,0.0799,0.0369167,-0.0308502,0.19065,0.0977792,0.319445,False
301,0.8373,0.224021,0.165237,1.50936,0.298613,0.97557,False
302,0.3742,0.128986,-0.0127586,0.761159,0.154856,0.505914,False
303,0.0387,0.0140847,-0.0035541,0.0809541,0.0150019,0.0490113,False
316,5.75935,0.797713,3.36621,8.15249,0.889408,2.9057,False
324,12.5603,7.78965,-10.8086,35.9293,7.27897,23.7804,False
335,2.535,0.898456,-0.160367,5.23037,2.15152,7.02901,False
336,9.0885,1.26547,5.29208,12.8849,2.34246,7.65282,False
337,1.95905,0.776512,-0.370485,4.28859,1.02048,3.3339,False
338,2.40435,0.971918,-0.511405,5.32011,1.33842,4.37262,False
340,0.0485,0.0229803,-0.0204409,0.117441,30.4488,99.4764,False
344,23.4731,8.21568,-1.17394,48.1201,9.30308,30.3931,False
348,0.0225,0.00711648,0.00115056,0.0438494,0.0090146,0.0294507,False
349,0.0238,0.00681996,0.00334012,0.0442599,0.00975703,0.0318762,False
350,0.0189,0.00830256,-0.00600768,0.0438077,0.0131792,0.0430565,False
351,0.0255,0.0131951,-0.0140854,0.0650854,0.0161128,0.0526407,False
352,0.0218,0.00800604,-0.00221812,0.0458181,0.0101866,0.0332797,False
353,0.0402,0.0149743,-0.00472278,0.0851228,0.0144588,0.0472369,False
354,0.0445,0.00993342,0.0146997,0.0743003,0.0134438,0.0439209,False
355,0.0283,0.0139364,-0.0135093,0.0701093,0.0183262,0.0598718,False
356,1.2703,0.387996,0.106311,2.43429,0.445258,1.45466,False
362,0.0125,0.00533736,-0.00351208,0.0285121,0.0137953,0.0450694,False
365,0.0046,0.0014826,0.0001522,0.0090478,0.00225536,0.00736826,False
366,0.0042,0.00133434,0.00019698,0.00820302,0.00204242,0.00667258,False
367,0.0033,0.00118608,-0.00025824,0.00685824,0.00213556,0.00697688,False
368,0.0028,0.00103782,-0.00031346,0.00591346,0.00165883,0.00541941,False
376,0.0016,0.00044478,0.00026566,0.00293434,0.000556968,0.00181961,False
377,0.0016,0.00044478,0.00026566,0.00293434,0.000435299,0.00142212,False
385,0.0068,0.00281694,-0.00165082,0.0152508,0.00971772,0.0317478,False
387,0,0,0,0,0.000713914,0.00233236,True
407,1.2474,0.339367,0.229299,2.2655,0.309947,1.0126,False
408,4.99845,1.30743,1.07616,8.92074,1.85778,6.06938,False
409,4.4114,2.18417,-2.1411,10.9639,1.97796,6.46199,False
410,4.76115,2.3457,-2.27594,11.7982,2.34073,7.64718,False
411,2.5605,0.40134,1.35648,3.76452,0.495942,1.62024,False
412,25.3078,13.9953,-16.6781,67.2937,15.7084,51.3194,False
413,20.395,13.48,-20.0451,60.835,14.9437,48.8209,False
415,6.1582,1.82478,0.683848,11.6326,2.08922,6.82549,False
416,3.2383,0.951533,0.383702,6.0929,0.911068,2.97646,False
417,7.0421,2.25162,0.287226,13.797,3.24801,10.6112,False
418,298.28,442.23,-1028.41,1624.97,312.653,1021.44,False
419,290.15,430.177,-1000.38,1580.68,342.688,1119.56,False
420,1.6525,0.914319,-1.09046,4.39546,1.03455,3.37987,False
421,3.9341,1.12752,0.551548,7.31665,1.54807,5.05755,False
423,71.389,26.3323,-7.60793,150.386,29.8325,97.4627,False
424,2.7581,1.12648,-0.621338,6.13754,2.02473,6.61478,False
426,1.126,0.614241,-0.716724,2.96872,0.617692,2.018,False
428,2.6201,1.15895,-0.856745,6.09695,2.79317,9.1253,False
429,3.514,1.55288,-1.14463,8.17263,2.64647,8.64601,False
431,16.8996,7.53368,-5.70145,39.5007,19.6192,64.0958,False
432,59.5302,52.6802,-98.5104,217.571,105.608,345.021,False
433,138.306,193.225,-441.369,717.981,219.027,715.561,False
436,2.6956,1.28008,-1.14463,6.53583,10.4017,33.9823,False
437,3.7196,1.16547,0.223184,7.21602,1.42635,4.65989,False
438,47.5771,20.7076,-14.5458,109.7,26.4326,86.3554,False
439,63.2258,26.6961,-16.8626,143.314,31.8249,103.972,False
440,11.4404,6.55028,-8.21043,31.0912,5.90506,19.2918,False
441,0.8198,0.182434,0.272498,1.3671,0.196435,0.641752,False
442,1.2323,0.494744,-0.251931,2.71653,0.595537,1.94562,False
444,0.9043,0.137734,0.491099,1.3175,0.162951,0.532362,False
445,0.657,0.139661,0.238017,1.07598,0.155085,0.506664,False
446,1.1741,0.172575,0.656376,1.69182,0.175006,0.571746,False
447,0.2801,0.0836186,0.0292441,0.530956,0.0900134,0.294074,False
448,0.24425,0.109193,-0.0833305,0.57183,0.221496,0.723628,False
452,5.17715,0.798084,2.7829,7.5714,0.873188,2.85271,False
453,5.01345,2.27208,-1.8028,11.8297,2.20976,7.21929,False
454,7.07095,2.44177,-0.254354,14.3963,2.72274,8.89518,False
455,3.8742,1.05391,0.712481,7.03592,0.806522,2.63491,False
456,11.0938,4.02793,-0.989983,23.1776,5.2271,17.0769,False
457,4.74055,1.64257,-0.187168,9.66827,2.24423,7.33191,False
459,2.89675,0.713205,0.757136,5.03636,0.773234,2.52616,False
460,26.1769,10.6891,-5.8904,58.2442,12.9555,42.3257,False
467,5.7142,1.01128,2.68036,8.74804,3.11882,10.1892,False
468,130.689,168.264,-374.102,635.481,213.398,697.171,False
469,5.4209,0.808165,2.9964,7.8454,1.26525,4.13359,False
470,3.7782,2.09358,-2.50254,10.0589,3.39202,11.0817,False
471,7.5067,2.59485,-0.27784,15.2912,5.57727,18.2209,False
472,138.255,46.8061,-2.16323,278.674,47.5584,155.373,False
473,32.674,14.5946,-11.1096,76.4577,19.341,63.1871,False
474,30.7152,14.3966,-12.4747,73.9052,19.5004,63.7077,False
475,4.3864,0.738038,2.17229,6.60051,0.935456,3.05613,False
476,16.4223,8.55223,-9.23439,42.079,12.6453,41.3121,False
477,5.2964,1.8998,-0.403011,10.9958,3.26726,10.6741,False
479,3.251,0.724695,1.07692,5.42508,0.998196,3.26111,False
480,72.3709,31.1057,-20.9462,165.688,36.1973,118.256,False
482,295.305,437.82,-1018.15,1608.76,326.233,1065.8,False
483,139.542,106.163,-178.948,458.031,166.158,542.837,False
484,149.169,146.397,-290.022,588.361,219.955,718.593,False
485,111.625,122.492,-255.851,479.101,196.69,642.586,False
486,256.861,380.822,-885.605,1399.33,299.831,979.547,False
487,108.616,161.034,-374.485,591.717,234.087,764.762,False
488,354.393,252.782,-403.951,1112.74,270.782,884.646,False
489,222.364,182.046,-323.775,768.503,242.545,792.394,False
490,49.758,17.1964,-1.83114,101.347,20.4027,66.6558,False
491,2.2358,0.825512,-0.240735,4.71234,1.03817,3.39169,False
493,2.578,1.15361,-0.882833,6.03883,1.07559,3.51394,False
494,0.2413,0.204599,-0.372496,0.855096,1.43267,4.68052,False
495,6.6079,1.97631,0.678983,12.5368,2.42509,7.92277,False
496,21.7883,9.94024,-8.03242,51.609,20.0074,65.3641,False
497,10.8641,4.47612,-2.56425,24.2925,5.27699,17.2399,False
499,0,0,0,0,348.309,1137.92,True
500,0,0,0,0,334.854,1093.97,True
510,49.0251,21.5757,-15.702,113.752,28.8267,94.1768,False
511,0,0,0,0,343.215,1121.28,True
519,5.8624,3.41102,-4.37065,16.0955,10.953,35.7834,False
520,2.2709,1.02359,-0.799861,5.34166,1.72071,5.62157,False
521,0,0,0,0,21.7018,70.8999,True
522,13.5705,5.50549,-2.94596,30.087,6.34626,20.7332,False
523,0.0974,0.0415128,-0.0271384,0.221938,0.776636,2.53727,False
524,4.9617,1.97808,-0.972555,10.896,3.23303,10.5623,False
525,5.089,1.54665,0.449055,9.72894,2.17575,7.10818,False
526,1.6078,1.38356,-2.54289,5.75849,1.04407,3.41097,False
527,6.6019,2.14784,0.158372,13.0454,1.63622,5.34553,False
539,2.9906,1.45665,-1.37936,7.36056,0.551259,1.80096,False
540,1.77825,0.78689,-0.58242,4.13892,0.367992,1.20223,False
541,9.5858,2.70085,1.48324,17.6884,2.52952,8.26393,False
542,0.1096,0,0.1096,0.1096,0.00136743,0.0044674,True
544,0.0026,0,0.0026,0.0026,0.000182339,0.000595703,True
545,7.116,0,7.116,7.116,0.751028,2.45361,True
546,0.9406,0.383993,-0.21138,2.09258,0.414565,1.35438,False
547,404.216,5.4278,387.933,420.499,5.38317,17.5868,False
548,74.525,2.52339,66.9548,82.0952,3.39688,11.0976,False
552,0.20985,0.170425,-0.301425,0.721125,0.242954,0.79373,False
555,56.7032,31.5529,-37.9555,151.362,35.0476,114.5,False
556,4.08395,0.716022,1.93588,6.23202,0.933937,3.05117,False
557,1.47625,0.50312,-0.0331109,2.98561,0.806165,2.63374,False
558,0.9721,0.0268351,0.891595,1.05261,0.0598535,0.195541,False
560,0.0562,0.0329137,-0.0425412,0.154941,0.0480688,0.157041,False
561,29.3353,20.181,-31.2077,89.8783,20.4083,66.6738,False
562,264.272,3.73912,253.055,275.489,7.31836,23.9091,False
563,0.6558,0.131507,0.26128,1.05032,0.12152,0.397005,False
567,0.0492,0.0163086,0.0002742,0.0981258,0.0320558,0.104726,False
568,2.0436,0.580586,0.301842,3.78536,1.00996,3.29954,False
569,17.4256,5.48518,0.970074,33.8811,10.0055,32.6879,False
570,532.565,2.74696,524.324,540.805,7.27453,23.7659,False
571,2.1417,0.234844,1.43717,2.84623,0.227946,0.7447,False
575,0.0888,0.0272798,0.00696048,0.17064,0.0507089,0.165666,False
576,1.6331,0.354193,0.570521,2.69568,6.54978,21.3981,False
577,13.7332,4.23653,1.02361,26.4428,8.14645,26.6145,False
585,2.73945,0.709869,0.609843,4.86906,1.30486,4.26298,False
586,0.0207,0.0103782,-0.0104346,0.0518346,0.00469763,0.0153472,False
588,0.0046,0.00207564,-0.00162692,0.0108269,0.000993726,0.0032465,False
589,70.0618,46.0847,-68.1923,208.316,26.3085,85.9497,False
