feature,degenerate,ooc_p1,ewma_p1,miss_p1,ooc_p2,ewma_p2,miss_p2,ooc_tail,ewma_tail,miss_tail,delta,ewma_delta
21,False,0.0780413,0.336134,0.00152788,0.0542636,0.0658915,0,0.037037,0.037037,0,-0.0237778,-0.270243
22,False,0.0420811,0.297173,0.00152788,0,0.147287,0,0,0.111111,0,-0.0420811,-0.149887
23,False,0.0925784,0.0672269,0.00152788,0.0697674,0.0581395,0,0,0.0740741,0,-0.022811,-0.00908736
24,False,0.0543229,0.0580596,0.00152788,0.0387597,0.0387597,0,0.037037,0.037037,0,-0.0155632,-0.0192999
26,False,0.130069,0.400306,0.00152788,0.155039,0.457364,0,0.259259,0.62963,0,0.0249699,0.0570588
27,False,0.27391,0.67838,0.00152788,0.155039,0.596899,0,0.259259,1,0,-0.118871,-0.0814812
28,False,0.00459067,0.277311,0.00152788,0.00387597,0.689922,0,0,0.814815,0,-0.000714697,0.412612
29,False,0.00765111,0.0450726,0.00152788,0,0.0465116,0,0,0,0,-0.00765111,0.00143905
30,False,0.00841622,0.0595875,0.00152788,0.00387597,0.0697674,0,0,0,0,-0.00454025,0.01018
31,False,0.240245,0.551566,0.00152788,0.155039,0.426357,0,0.259259,0.851852,0,-0.0852061,-0.125209
32,False,0.0191131,0.107716,0.000763942,0.00775194,0.0658915,0,0,0,0,-0.0113612,-0.0418243
33,False,0.0535168,0.203972,0.000763942,0.0581395,0.0852713,0,0.037037,0.148148,0,0.00462272,-0.118701
35,False,0.0275229,0.316272,0.000763942,0.00775194,0.20155,0,0,0,0,-0.019771,-0.114722
36,False,0.0275229,0.273491,0.000763942,0.0426357,0.410853,0,0.0740741,0.407407,0,0.0151127,0.137361
39,False,0.059633,0.221543,0.000763942,0.294574,0.426357,0,0.37037,0.518519,0,0.234941,0.204813
40,False,0.247471,0.764706,0.0183346,0.0813953,0.406977,0,0,0.148148,0,-0.166075,-0.357729
41,False,0.115953,0.154316,0.0183346,0.0193798,0.0658915,0,0,0.037037,0,-0.0965735,-0.0884248
43,False,0.0107034,0.122231,0.000763942,0.0581395,0.403101,0,0.0740741,0.148148,0,0.0474362,0.28087
44,False,0.0107034,0.0496562,0.000763942,0,0.00387597,0,0,0,0,-0.0107034,-0.0457803
45,False,0.00840979,0.025974,0.000763942,0,0.224806,0,0,0,0,-0.00840979,0.198832
46,False,0.00458716,0.0313216,0.000763942,0,0.410853,0,0,0,0,-0.00458716,0.379531
47,False,0.000764526,0.0496562,0.000763942,0,0.0503876,0,0,0.111111,0,-0.000764526,0.000731371
48,False,0.00382263,0.0183346,0.000763942,0,0.0310078,0,0,0,0,-0.00382263,0.0126731
50,False,0.00458716,0.0275019,0.000763942,0.00387597,0.255814,0,0,0,0,-0.000711187,0.228312
51,False,0,0.0993125,0.000763942,0,0.0387597,0,0,0,0,0,-0.0605528
53,False,0.00766284,0.0305577,0.00305577,0.0581395,0.244186,0,0.037037,0.037037,0,0.0504767,0.213628
54,False,0.016092,0.0420168,0.00305577,0.0387597,0.232558,0,0.037037,0.037037,0,0.0226677,0.190541
58,False,0.00153257,0.026738,0.00305577,0.0310078,0.0620155,0,0,0,0,0.0294752,0.0352775
59,False,0.135177,0.252865,0.00534759,0.00387597,0,0,0,0,0,-0.131301,-0.252865
60,False,0.00844206,0.0435447,0.00458365,0.0193798,0.25969,0,0,0.037037,0,0.0109378,0.216145
61,False,0.0360706,0.0588235,0.00458365,0.0310078,0.120155,0,0.037037,0.0740741,0,-0.00506285,0.0613315
62,False,0.0268611,0.0863254,0.00458365,0.00387597,0.360465,0,0,0.222222,0,-0.0229851,0.27414
63,False,0.0330261,0.10084,0.00534759,0.00775194,0.0581395,0,0,0.148148,0,-0.0252742,-0.0427008
64,False,0.0384025,0.0954927,0.00534759,0.00387597,0,0,0,0,0,-0.0345265,-0.0954927
65,False,0.0330261,0.101604,0.00534759,0.0155039,0.100775,0,0,0,0,-0.0175222,-0.000829084
66,False,0.0038373,0.0359053,0.00458365,0.0116279,0.333333,0,0,0,0,0.00779061,0.297428
67,False,0.0575595,0.147441,0.00458365,0.147287,0.25969,0,0.0740741,0.148148,0,0.0897273,0.112249
68,False,0.0107444,0.039725,0.00458365,0.00775194,0.00775194,0,0.037037,0,0,-0.0029925,-0.031973
70,False,0.00537222,0.0473644,0.00458365,0,0.414729,0,0,0.185185,0,-0.00537222,0.367364
71,False,0.0544896,0.15508,0.00458365,0.0930233,0.232558,0,0,0.0740741,0,0.0385336,0.0774779
75,False,0.0190985,0.0970206,0,0.0042735,0.0271318,0.0930233,0,0,0.888889,-0.014825,-0.0698888
76,False,0.00534759,0.091673,0,0,0.302326,0.0930233,0,1,0.888889,-0.00534759,0.210653
77,False,0.0091673,0.0229183,0,0.0128205,0.0620155,0.0930233,0,0,0.888889,0.00365321,0.0390972
78,False,0.00534759,0.25974,0,0,0.0232558,0.0930233,0,0,0.888889,-0.00534759,-0.236484
79,False,0.038961,0.193277,0,0,0.00775194,0.0930233,0,0,0.888889,-0.038961,-0.185525
80,False,0.00763942,0.299465,0,0,0,0.0930233,0,0,0.888889,-0.00763942,-0.299465
81,False,0.0779221,0.07945,0,0.15812,0.217054,0.0930233,0,0,0.888889,0.0801976,0.137604
82,False,0.0252101,0.0702827,0,0.0042735,0.317829,0.0930233,0,1,0.888889,-0.0209366,0.247547
83,False,0.00152788,0.00458365,0,0,0.00387597,0.00387597,0,0,0.037037,-0.00152788,-0.000707683
84,False,0.00385505,0.00840336,0.0091673,0.00775194,0.00775194,0,0,0,0,0.00389689,-0.000651423
86,False,0.00993125,0.00458365,0,0.0155039,0.00775194,0,0,0,0,0.00557263,0.00316829
87,False,0.269672,0.533995,0,0.104651,0.189922,0,0.037037,0.037037,0,-0.16502,-0.344073
88,False,0.0152788,0.0244461,0,0.0271318,0.00387597,0,0.037037,0,0,0.0118529,-0.0205702
89,False,0.00993125,0.0802139,0,0.00966184,0.135659,0.197674,0,0.407407,0.296296,-0.000269409,0.055445
90,False,0.0091673,0.0160428,0,0.0144928,0.0348837,0.197674,0,0,0.296296,0.00532545,0.0188409
91,False,0.0368381,0.0450726,0.00458365,0.127907,0.182171,0,0.148148,0.037037,0,0.0910689,0.137098
92,False,0.0451415,0.0893812,0.00152788,0,0,0,0,0,0,-0.0451415,-0.0893812
93,False,0.0673298,0.130634,0.00152788,0.00775194,0.00775194,0,0,0,0,-0.0595778,-0.122882
95,False,0.0038373,0.100076,0.00458365,0.00387597,0.00387597,0,0,0,0,3.86705e-05,-0.0962004
96,False,0.0337682,0.065699,0.00458365,0.0271318,0.0697674,0,0,0,0,-0.00663644,0.00406843
98,False,0.0475825,0.0687548,0.00458365,0.0348837,0.0620155,0,0,0,0,-0.0126988,-0.00673927
100,False,0.0253262,0.0473644,0.00458365,0.0155039,0.00775194,0,0,0,0,-0.00982229,-0.0396125
101,False,0.0406754,0.0672269,0.00458365,0.0310078,0.0542636,0,0,0,0,-0.00966761,-0.0129633
102,False,0.0399079,0.0595875,0.00458365,0.0116279,0.0581395,0,0,0.037037,0,-0.02828,-0.00144794
103,False,0.00535578,0.194805,0.00152788,0.00387597,0.0116279,0,0,0,0,-0.00147981,-0.183177
104,False,0.0267789,0.0404889,0.00152788,0.0116279,0.0310078,0,0.037037,0,0,-0.015151,-0.00948117
107,False,0.0299309,0.0473644,0.00458365,0,0,0,0,0,0,-0.0299309,-0.0473644
108,False,0.0214889,0.0343774,0.00458365,0.0116279,0.0193798,0,0,0,0,-0.00986096,-0.0149975
112,False,0.0370813,0.195569,0.361345,0.125,0.910853,0.937984,,1,1,0.0879187,0.715284
113,False,0.0106952,0.0229183,0,0.00775194,0.0310078,0,0,0,0,-0.00294325,0.00808949
115,False,0.0244461,0.0229183,0,0.0426357,0.0426357,0,0.0740741,0,0,0.0181895,0.0197174
118,False,0.0106952,0.0565317,0,0.0299145,0.255814,0.0930233,0,0.962963,0.888889,0.0192193,0.199282
120,False,0.026738,0.0336134,0,0.0348837,0.0348837,0,0.0740741,0.037037,0,0.00814575,0.00127028
125,False,0.0660015,0.200917,0.00458365,0.027451,0.352713,0.0116279,0,1,0.111111,-0.0385506,0.151796
126,False,0.0253262,0.177235,0.00458365,0,0.0426357,0.0116279,0,0,0.111111,-0.0253262,-0.134599
127,False,0.00920952,0.233002,0.00458365,0,0.0852713,0.0116279,0,0.111111,0.111111,-0.00920952,-0.147731
128,False,0.0214889,0.190222,0.00458365,0.0392157,0.162791,0.0116279,0.375,0.555556,0.111111,0.0177268,-0.0274308
129,False,0.195702,0.304049,0.00458365,0.00392157,0.139535,0.0116279,0,0.0740741,0.111111,-0.191781,-0.164514
130,False,0.0038373,0.141329,0.00458365,0.0156863,0.20155,0.0116279,0,0.407407,0.111111,0.011849,0.0602211
132,False,0,0.148969,0.00381971,0,0.0813953,0.0116279,0,0,0.111111,0,-0.0675733
134,False,0.00690184,0.10848,0.00381971,0.0196078,0.317829,0.0116279,0,0.851852,0.111111,0.012706,0.20935
200,False,0.00844854,0.0450726,0.00534759,0.00775194,0.120155,0,0,0.148148,0,-0.000696603,0.0750825
201,False,0.0499232,0.129106,0.00534759,0.104651,0.569767,0,0.222222,0.777778,0,0.054728,0.440661
210,False,0.0664629,0.170359,0,0.017094,0.0465116,0.0930233,0,0,0.888889,-0.0493689,-0.123847
270,False,0.0245399,0.052712,0.00381971,0.0155039,0.0348837,0,0.037037,0.259259,0,-0.009036,-0.0178283
273,False,0.0560676,0.147441,0.00534759,0.131474,0.151163,0.0271318,0.333333,0.185185,0,0.0754065,0.003722
274,False,0.0529954,0.195569,0.00534759,0.119522,0.488372,0.0271318,0.148148,0.481481,0,0.0665265,0.292803
275,False,0.0337942,0.176471,0.00534759,0.135458,0.647287,0.0271318,0.333333,0.777778,0,0.101664,0.470816
278,False,0.00922367,0.0840336,0.00611154,0.0466926,0.155039,0.00387597,0,0.222222,0,0.0374689,0.0710051
280,False,0.0374332,0.122995,0,0.015625,0.375969,0.00775194,0,0,0.0740741,-0.0218082,0.252974
281,False,0.0473644,0.145913,0,0.0546875,0.209302,0.00775194,0.04,0.111111,0.0740741,0.0073231,0.0633894
285,False,0.0381971,0.110008,0,0.0627451,0.139535,0.0116279,0,0.037037,0.111111,0.024548,0.0295272
294,False,0.0986993,0.23835,0.00152788,0.0503876,0.162791,0,0,0.037037,0,-0.0483117,-0.0755592
295,False,0.0543229,0.223835,0.00152788,0.00387597,0.0387597,0,0,0,0,-0.0504469,-0.185075
296,False,0.0994644,0.23453,0.00152788,0.0968992,0.170543,0,0.111111,0.0740741,0,-0.0025652,-0.0639875
297,False,0.210406,0.559206,0.00152788,0.263566,0.724806,0,0.0740741,0.37037,0,0.0531604,0.165601
298,False,0.0351951,0.145913,0.00152788,0.0310078,0.0852713,0,0,0,0,-0.00418735,-0.0606416
300,False,0.0336649,0.135218,0.00152788,0.0348837,0.372093,0,0.037037,0.555556,0,0.00121884,0.236875
301,False,0.0336649,0.0748663,0.00152788,0.0852713,0.360465,0,0.148148,0.62963,0,0.0516064,0.285599
302,False,0.00994644,0.0450726,0.00152788,0.0155039,0.0697674,0,0,0,0,0.00555743,0.0246949
303,False,0.00841622,0.0160428,0.00152788,0.00387597,0.00775194,0,0.037037,0,0,-0.00454025,-0.00829084
316,False,0.0183486,0.10848,0.000763942,0.0968992,0.639535,0,0.111111,0.481481,0,0.0785506,0.531055
324,False,0.00382263,0.00381971,0.000763942,0,0,0,0,0,0,-0.00382263,-0.00381971
335,False,0.106677,0.310924,0.00458365,0.20155,0.46124,0,0.296296,0.703704,0,0.0948735,0.150316
336,False,0.0322581,0.152024,0.00534759,0.0193798,0.135659,0,0,0,0,-0.0128782,-0.0163655
337,False,0.0414747,0.116119,0.00534759,0.0697674,0.550388,0,0.185185,0.777778,0,0.0282928,0.434268
338,False,0.0353303,0.136746,0.00534759,0.0503876,0.631783,0,0.0740741,0.740741,0,0.0150573,0.495037
340,False,0.0913277,0.324675,0.00458365,0.0116279,0.20155,0,0,0,0,-0.0796998,-0.123125
344,False,0.0076746,0.0275019,0.00458365,0.0116279,0.0271318,0,0.037037,0,0,0.00395331,-0.000370127
348,False,0.0511841,0.1589,0,0.017094,0.0348837,0.0930233,0,0,0.888889,-0.0340901,-0.124016
349,False,0.0404889,0.120703,0,0.0128205,0.0271318,0.0930233,0,0,0.888889,-0.0276684,-0.093571
350,False,0.0763942,0.2055,0,0.0042735,0.0155039,0.0930233,0,0,0.888889,-0.0721207,-0.189997
351,False,0.0175707,0.0840336,0,0.0042735,0,0.0930233,0,0,0.888889,-0.0132972,-0.0840336
352,False,0.0343774,0.101604,0,0.025641,0.224806,0.0930233,0,1,0.888889,-0.00873636,0.123202
353,False,0.00458365,0.114591,0,0,0.0503876,0.0930233,0,0,0.888889,-0.00458365,-0.0642037
354,False,0.025974,0.0580596,0,0.0641026,0.193798,0.0930233,0,0,0.888889,0.0381285,0.135739
355,False,0.0450726,0.156608,0,0.123932,0.267442,0.0930233,0,0.037037,0.888889,0.078859,0.110834
356,False,0.0106952,0.0091673,0,0.00389105,0,0.00387597,0,0,0.037037,-0.00680414,-0.0091673
362,False,0.127578,0.362108,0,0.193237,0.581395,0.197674,0.263158,0.703704,0.296296,0.0656584,0.219287
365,False,0.0589135,0.192513,0.00152788,0.0310078,0.0193798,0,0.037037,0,0,-0.0279058,-0.173134
366,False,0.0527927,0.177998,0.00152788,0.0310078,0.0310078,0,0,0,0,-0.0217849,-0.146991
367,False,0.0683039,0.201681,0.00458365,0.0581395,0.0736434,0,0.037037,0,0,-0.0101644,-0.128037
368,False,0.0491174,0.204736,0.00458365,0.0310078,0.0348837,0,0,0,0,-0.0181097,-0.169853
376,False,0.0107116,0.0160428,0.00152788,0.00387597,0.0116279,0,0,0,0,-0.00683558,-0.00441487
377,False,0.00306044,0.0718105,0.00152788,0.00387597,0.00387597,0,0,0,0,0.000815525,-0.0679346
385,False,0.16866,0.482047,0.361345,0.0625,0.0232558,0.937984,,0,1,-0.10616,-0.458792
387,True,,,,,,,,,,,
407,False,0.00613497,0.0496562,0.00381971,0.027451,0.0852713,0.0116279,0,0,0.111111,0.021316,0.0356151
408,False,0.0322086,0.102368,0.00381971,0.0503876,0.0775194,0,0.111111,0.259259,0,0.018179,-0.0248488
409,False,0,0,0.00458365,0,0,0,0,0,0,0,0
410,False,0.000768049,0.00152788,0.00534759,0,0,0,0,0,0,-0.000768049,-0.00152788
411,False,0.0422427,0.13369,0.00534759,0.111554,0.166667,0.0271318,0.259259,0.296296,0,0.0693111,0.0329768
412,False,0.0499232,0.175707,0.00534759,0.0398406,0.248062,0.0271318,0,0,0,-0.0100826,0.0723554
413,False,0.0238095,0.112299,0.00534759,0.0836653,0.313953,0.0271318,0.037037,0.333333,0,0.0598558,0.201654
415,False,0.0399386,0.0932009,0.00534759,0.0557769,0.197674,0.0271318,0.111111,0.037037,0,0.0158383,0.104474
416,False,0.0076864,0.065699,0.00611154,0.0311284,0.108527,0.00387597,0,0.333333,0,0.023442,0.0428281
417,False,0.0511841,0.112299,0,0.226562,0.934109,0.00775194,0.2,0.814815,0.0740741,0.175378,0.821809
418,False,0,0,0,0,0,0.00775194,0,0,0.0740741,0,0
419,False,0,0,0,0,0,0.00775194,0,0,0.0740741,0,0
420,False,0.0091673,0.0702827,0,0.00390625,0.00387597,0.00775194,0,0,0.0740741,-0.00526105,-0.0664067
421,False,0.00534759,0.0748663,0,0.00390625,0.143411,0.00775194,0,0,0.0740741,-0.00144134,0.0685445
423,False,0.0374332,0.155844,0,0,0,0.0116279,0,0,0.111111,-0.0374332,-0.155844
424,False,0.013751,0.10466,0,0.027451,0.166667,0.0116279,0.0416667,0,0.111111,0.0137,0.0620066
426,False,0.0091673,0.0679908,0,0.00392157,0.0155039,0.0116279,0,0,0.111111,-0.00524573,-0.052487
428,False,0.0400308,0.289534,0.00763942,0.0968992,0.445736,0,0,0,0,0.0568684,0.156202
429,False,0.0450726,0.100076,0,0.0116279,0.0193798,0,0,0,0,-0.0334447,-0.0806965
431,False,0.055088,0.231474,0.00152788,0.00775194,0.0503876,0,0,0,0,-0.047336,-0.181087
432,False,0.0994644,0.323147,0.00152788,0.0736434,0.27907,0,0.111111,0.518519,0,-0.025821,-0.0440777
433,False,0.0466718,0.0771581,0.00152788,0.0658915,0.217054,0,0,0,0,0.0192197,0.139896
436,False,0.0290742,0.164248,0.00152788,0.0852713,0.356589,0,0.0740741,0.518519,0,0.0561971,0.192342
437,False,0.0198929,0.0550038,0.00152788,0.0310078,0.112403,0,0.037037,0.111111,0,0.0111149,0.0573993
438,False,0.0283091,0.091673,0.00152788,0.0310078,0.135659,0,0.037037,0.111111,0,0.00269865,0.0439859
439,False,0.0168324,0.0763942,0.00152788,0.0155039,0.0348837,0,0.037037,0,0,-0.00132856,-0.0415105
440,False,0.000765111,0.0443086,0.00152788,0,0.0503876,0,0,0,0,-0.000765111,0.00607896
441,False,0,0.0190985,0.000763942,0,0.205426,0,0,0,0,0,0.186328
442,False,0.0313456,0.0580596,0.000763942,0.0930233,0.302326,0,0.0740741,0.222222,0,0.0616777,0.244266
444,False,0.0229358,0.0488923,0.000763942,0,0.0116279,0,0,0.0740741,0,-0.0229358,-0.0372644
445,False,0.000764526,0.00381971,0.000763942,0,0.0465116,0,0,0,0,-0.000764526,0.0426919
446,False,0.00458716,0.0580596,0.000763942,0,0.00775194,0,0,0,0,-0.00458716,-0.0503076
447,False,0,0.0152788,0.000763942,0,0.0232558,0,0,0,0,0,0.00797698
448,False,0.170489,0.374332,0.000763942,0.0271318,0.0542636,0,0.185185,0.296296,0,-0.143358,-0.320068
452,False,0.0107034,0.0840336,0.000763942,0.00387597,0.313953,0,0,0.222222,0,-0.00682739,0.22992
453,False,0.00688073,0.0229183,0.000763942,0,0.0813953,0,0,0,0,-0.00688073,0.0584771
454,False,0.0382263,0.0985485,0.000763942,0.00387597,0.22093,0,0,0.111111,0,-0.0343503,0.122382
455,False,0.0030581,0.038961,0.000763942,0,0.20155,0,0,0.148148,0,-0.0030581,0.162589
456,False,0.0344037,0.0977846,0.000763942,0.0116279,0.0697674,0,0,0,0,-0.0227758,-0.0280171
457,False,0.0313456,0.103896,0.000763942,0.00775194,0.0620155,0,0,0,0,-0.0235936,-0.0418806
459,False,0.0030581,0.0901451,0.000763942,0,0.00775194,0,0,0.037037,0,-0.0030581,-0.0823932
460,False,0.0405199,0.142093,0.000763942,0.00775194,0.0310078,0,0,0,0,-0.0327679,-0.111085
467,False,0.14636,0.248281,0.00305577,0.434109,0.593023,0,0.222222,0.185185,0,0.287748,0.344742
468,False,0.077573,0.231474,0.00534759,0.0930233,0.364341,0,0.111111,0.444444,0,0.0154503,0.132867
469,False,0.0161167,0.0832697,0.00458365,0.0930233,0.275194,0,0,0,0,0.0769066,0.191924
470,False,0.0920952,0.260504,0.00458365,0.131783,0.627907,0,0.0740741,0.518519,0,0.0396878,0.367403
471,False,0.10284,0.305577,0.00458365,0.197674,0.391473,0,0.296296,0.62963,0,0.0948348,0.0858961
472,False,0.00537634,0.0519481,0.00534759,0.0116279,0.0348837,0,0,0,0,0.00625156,-0.0170643
473,False,0.0506912,0.145913,0.00534759,0.0736434,0.44186,0,0.185185,0.962963,0,0.0229522,0.295948
474,False,0.0506912,0.16272,0.00534759,0.0736434,0.488372,0,0.222222,0.962963,0,0.0229522,0.325652
475,False,0.0168841,0.171123,0.00458365,0.0193798,0.46124,0,0,0.407407,0,0.00249573,0.290117
476,False,0.0798158,0.218487,0.00458365,0.00775194,0.0193798,0,0,0,0,-0.0720639,-0.199108
477,False,0.0376055,0.157372,0.00458365,0.0193798,0.120155,0,0,0,0,-0.0182257,-0.037217
479,False,0.0107444,0.111536,0.00458365,0.0155039,0.0930233,0,0,0,0,0.00475944,-0.0185123
480,False,0.0222563,0.118411,0.00458365,0.00387597,0.00387597,0,0,0,0,-0.0183804,-0.114535
482,False,0,0,0,0,0,0.0930233,0,0,0.888889,0,0
483,False,0.092437,0.23071,0,0.162393,0.542636,0.0930233,0.333333,1,0.888889,0.0699562,0.311925
484,False,0.091673,0.200917,0,0.0128205,0.0155039,0.0930233,0,0,0.888889,-0.0788525,-0.185413
485,False,0.110772,0.283422,0,0.205128,0.46124,0.0930233,0,0,0.888889,0.0943566,0.177818
486,False,0,0.00534759,0,0,0,0.0930233,0,0,0.888889,0,-0.00534759
487,False,0.125286,0.297937,0,0.239316,0.74031,0.0930233,0.333333,1,0.888889,0.11403,0.442373
488,False,0,0.00458365,0,0,0,0.0930233,0,0,0.888889,0,-0.00458365
489,False,0.0473644,0.0771581,0,0.034188,0.0310078,0.0930233,0,0,0.888889,-0.0131764,-0.0461504
490,False,0.0160428,0.0183346,0,0.0077821,0,0.00387597,0,0,0.037037,-0.00826068,-0.0183346
491,False,0.0292984,0.0611154,0.0091673,0.0813953,0.244186,0,0.148148,0.333333,0,0.052097,0.183071
493,False,0.00381971,0,0,0.00387597,0,0,0,0,0,5.62593e-05,0
494,False,0.165011,0.583652,0,0.0968992,0.325581,0,0.037037,0.444444,0,-0.0681122,-0.25807
495,False,0.0152788,0.0152788,0,0.0116279,0,0,0.037037,0,0,-0.00365093,-0.0152788
496,False,0.103132,0.279603,0,0.183575,0.565891,0.197674,0.263158,0.703704,0.296296,0.0804427,0.286289
497,False,0.0229183,0.0351413,0,0.0144928,0.0348837,0.197674,0,0,0.296296,-0.0084255,-0.000257608
499,True,,,,,,,,,,,
500,True,,,,,,,,,,,
510,False,0.0573833,0.197097,0.00152788,0.00775194,0.00775194,0,0,0,0,-0.0496314,-0.189345
511,True,,,,,,,,,,,
519,False,0.167464,0.424752,0.361345,0.0625,0.0232558,0.937984,,0,1,-0.104964,-0.401496
520,False,0.0313216,0.0970206,0,0.0155039,0.120155,0,0,0,0,-0.0158177,0.0231344
521,True,,,,,,,,,,,
522,False,0.0175707,0.0183346,0,0.0155039,0.0930233,0,0,0.222222,0,-0.00206679,0.0746886
523,False,0.129106,0.538579,0,0.116279,0.686047,0,0.0740741,0.518519,0,-0.0128271,0.147467
524,False,0.00534759,0.039725,0,0,0,0,0,0,0,-0.00534759,-0.039725
525,False,0.0275019,0.0939649,0,0.034188,0.143411,0.0930233,0,0,0.888889,0.00668612,0.049446
526,False,0.00229183,0,0,0.00387597,0,0,0.037037,0,0,0.00158414,0
527,False,0,0.0611154,0,0.00387597,0,0,0.037037,0,0,0.00387597,-0.0611154
539,False,0,0.105424,0.00381971,0,0.151163,0.0116279,0,0.111111,0.111111,0,0.0457388
540,False,0,0.217723,0.00381971,0,0.0271318,0.0116279,0,0,0.111111,0,-0.190592
541,False,0.0130368,0.0466005,0.00381971,0.027451,0.0736434,0.0116279,0,0,0.111111,0.0144142,0.027043
542,True,,,,,,,,,,,
544,True,,,,,,,,,,,
545,True,,,,,,,,,,,
546,False,0.0189753,0.0855615,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0150228,-0.0855615
547,False,0.00664137,0.00611154,0.194805,0.00790514,0.0116279,0.0193798,0,0,0,0.00126377,0.00551637
548,False,0.0521822,0.394958,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0482296,-0.394958
552,False,0.0521822,0.239878,0.194805,0.0118577,0.00775194,0.0193798,0.037037,0.0740741,0,-0.0403245,-0.232126
555,False,0.0275142,0.0756303,0.194805,0.00790514,0,0.0193798,0.037037,0,0,-0.0196091,-0.0756303
556,False,0.012334,0.0504202,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0083814,-0.0504202
557,False,0.0142315,0.0603514,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0102789,-0.0603514
558,False,0.074159,0.299465,0.000763942,0.20155,0.410853,0,0.518519,1,0,0.127391,0.111387
560,False,0.0573394,0.155844,0.000763942,0.0736434,0.356589,0,0.222222,0.740741,0,0.016304,0.200745
561,False,0.00535168,0.0168067,0.000763942,0.00387597,0.0736434,0,0,0,0,-0.00147571,0.0568367
562,False,0.194793,0.320856,0.207792,0.178988,0.228682,0.00387597,0.115385,0.259259,0.037037,-0.0158043,-0.0921734
563,False,0.00385728,0.0336134,0.207792,0.0077821,0.0310078,0.00387597,0,0,0.037037,0.00392482,-0.00260569
567,False,0.112825,0.275019,0.207792,0.108949,0.24031,0.00387597,0.0769231,0,0.037037,-0.00387604,-0.034709
568,False,0.108004,0.276547,0.207792,0.128405,0.325581,0.00387597,0.0384615,0.111111,0.037037,0.0204008,0.0490344
569,False,0.102218,0.264324,0.207792,0.077821,0.217054,0.00387597,0.0769231,0,0.037037,-0.0243969,-0.0472696
570,False,0.0504202,0.274255,0,0.0620155,0.294574,0,0,0.037037,0,0.0115953,0.0203185
571,False,0.0190985,0.0626432,0,0.100775,0.267442,0,0,0,0,0.0816766,0.204799
575,False,0.0542399,0.199389,0,0.0852713,0.29845,0,0,0.814815,0,0.0310314,0.0990608
576,False,0.0496562,0.545455,0,0.0813953,0.748062,0,0,0.518519,0,0.0317391,0.202607
577,False,0.0511841,0.191749,0,0.0852713,0.496124,0,0,0.814815,0,0.0340872,0.304375
585,False,0.0474006,0.101604,0.000763942,0.0348837,0.0736434,0,0.037037,0,0,-0.0125169,-0.0279609
586,False,0.0198777,0.132162,0.000763942,0.00387597,0.124031,0,0,0,0,-0.0160017,-0.00813095
588,False,0.0313456,0.181818,0.000763942,0.0930233,0.294574,0,0,0,0,0.0616777,0.112755
589,False,0.0940367,0.23835,0.000763942,0.108527,0.395349,0,0.0740741,0.296296,0,0.0144904,0.156999
