column_name,role,status,col_index,missing_pct,derived_from,notes
s168,feature_raw,excluded,168.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s169,feature_raw,excluded,169.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s170,feature_raw,excluded,170.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s171,feature_raw,excluded,171.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s172,feature_raw,excluded,172.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s173,feature_raw,excluded,173.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s174,feature_raw,excluded,174.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s175,feature_raw,excluded,175.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s176,feature_raw,excluded,176.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s177,feature_raw,excluded,177.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s178,feature_raw,excluded,178.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s179,feature_raw,excluded,179.0,0.015315890236119975,,constant: n_unique == 1
s180,feature_raw,excluded,180.0,0.0006381620931716656,,constant: n_unique == 1
s181,feature_raw,excluded,181.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s182,feature_raw,excluded,182.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s183,feature_raw,excluded,183.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s184,feature_raw,excluded,184.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s185,feature_raw,excluded,185.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s186,feature_raw,excluded,186.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s187,feature_raw,excluded,187.0,0.0006381620931716656,,constant: n_unique == 1
s188,feature_raw,excluded,188.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s189,feature_raw,excluded,189.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s190,feature_raw,excluded,190.0,0.0006381620931716656,,constant: n_unique == 1
s191,feature_raw,excluded,191.0,0.0025526483726866626,,constant: n_unique == 1
s192,feature_raw,excluded,192.0,0.0025526483726866626,,constant: n_unique == 1
s193,feature_raw,excluded,193.0,0.0025526483726866626,,constant: n_unique == 1
s194,feature_raw,excluded,194.0,0.0025526483726866626,,constant: n_unique == 1
s195,feature_raw,excluded,195.0,0.0025526483726866626,,constant: n_unique == 1
s196,feature_raw,excluded,196.0,0.0025526483726866626,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s197,feature_raw,excluded,197.0,0.004467134652201659,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s198,feature_raw,excluded,198.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s199,feature_raw,excluded,199.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s200,feature_raw,excluded,200.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s201,feature_raw,active,201.0,0.004467134652201659,,
s202,feature_raw,active,202.0,0.004467134652201659,,
s203,feature_raw,excluded,203.0,0.004467134652201659,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s204,feature_raw,excluded,204.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s205,feature_raw,excluded,205.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s206,feature_raw,excluded,206.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s207,feature_raw,excluded,207.0,0.0038289725590299937,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s208,feature_raw,excluded,208.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s209,feature_raw,excluded,209.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s210,feature_raw,excluded,210.0,0.0038289725590299937,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s211,feature_raw,active,211.0,0.015315890236119975,,
s212,feature_raw,excluded,212.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s213,feature_raw,excluded,213.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s214,feature_raw,excluded,214.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s215,feature_raw,excluded,215.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s216,feature_raw,excluded,216.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s217,feature_raw,excluded,217.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s218,feature_raw,excluded,218.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s219,feature_raw,excluded,219.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s220,feature_raw,excluded,220.0,0.007657945118059987,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s221,feature_raw,excluded,221.0,0.8557753669432036,,missing: NaN fraction > 0.5
s222,feature_raw,excluded,222.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s223,feature_raw,excluded,223.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s224,feature_raw,excluded,224.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s225,feature_raw,excluded,225.0,0.03254626675175495,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s226,feature_raw,excluded,226.0,0.03254626675175495,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s227,feature_raw,excluded,227.0,0.0038289725590299937,,constant: n_unique == 1
s228,feature_raw,excluded,228.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s229,feature_raw,excluded,229.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s230,feature_raw,excluded,230.0,0.0038289725590299937,,constant: n_unique == 1
s231,feature_raw,excluded,231.0,0.0038289725590299937,,constant: n_unique == 1
s232,feature_raw,excluded,232.0,0.0038289725590299937,,constant: n_unique == 1
s233,feature_raw,excluded,233.0,0.0038289725590299937,,constant: n_unique == 1
s234,feature_raw,excluded,234.0,0.0038289725590299937,,constant: n_unique == 1
s235,feature_raw,excluded,235.0,0.0038289725590299937,,constant: n_unique == 1
s236,feature_raw,excluded,236.0,0.0038289725590299937,,constant: n_unique == 1
s237,feature_raw,excluded,237.0,0.0038289725590299937,,constant: n_unique == 1
s238,feature_raw,excluded,238.0,0.0038289725590299937,,constant: n_unique == 1
s239,feature_raw,excluded,239.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s240,feature_raw,excluded,240.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s241,feature_raw,excluded,241.0,0.0038289725590299937,,constant: n_unique == 1
s242,feature_raw,excluded,242.0,0.0038289725590299937,,constant: n_unique == 1
s243,feature_raw,excluded,243.0,0.0038289725590299937,,constant: n_unique == 1
s244,feature_raw,excluded,244.0,0.0038289725590299937,,constant: n_unique == 1
s245,feature_raw,excluded,245.0,0.6496490108487556,,missing: NaN fraction > 0.5
s246,feature_raw,excluded,246.0,0.6496490108487556,,missing: NaN fraction > 0.5
s247,feature_raw,excluded,247.0,0.6496490108487556,,missing: NaN fraction > 0.5
s248,feature_raw,excluded,248.0,0.4562858966177409,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s249,feature_raw,excluded,249.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s250,feature_raw,excluded,250.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s251,feature_raw,excluded,251.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s252,feature_raw,excluded,252.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s253,feature_raw,excluded,253.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s254,feature_raw,excluded,254.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s255,feature_raw,excluded,255.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s256,feature_raw,excluded,256.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s257,feature_raw,excluded,257.0,0.00574345883854499,,constant: n_unique == 1
s258,feature_raw,excluded,258.0,0.00574345883854499,,constant: n_unique == 1
s259,feature_raw,excluded,259.0,0.00574345883854499,,constant: n_unique == 1
s260,feature_raw,excluded,260.0,0.00574345883854499,,constant: n_unique == 1
s261,feature_raw,excluded,261.0,0.00574345883854499,,constant: n_unique == 1
s262,feature_raw,excluded,262.0,0.00574345883854499,,constant: n_unique == 1
s263,feature_raw,excluded,263.0,0.00574345883854499,,constant: n_unique == 1
s264,feature_raw,excluded,264.0,0.00574345883854499,,constant: n_unique == 1
s265,feature_raw,excluded,265.0,0.00574345883854499,,constant: n_unique == 1
s266,feature_raw,excluded,266.0,0.00574345883854499,,constant: n_unique == 1
s267,feature_raw,excluded,267.0,0.00574345883854499,,constant: n_unique == 1
s268,feature_raw,excluded,268.0,0.005105296745373325,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s269,feature_raw,excluded,269.0,0.005105296745373325,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s270,feature_raw,excluded,270.0,0.005105296745373325,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s271,feature_raw,active,271.0,0.003190810465858328,,
s272,feature_raw,excluded,272.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s273,feature_raw,excluded,273.0,0.004467134652201659,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s274,feature_raw,active,274.0,0.008934269304403318,,
s275,feature_raw,active,275.0,0.008934269304403318,,
s276,feature_raw,active,276.0,0.008934269304403318,,
s277,feature_raw,excluded,277.0,0.008934269304403318,,constant: n_unique == 1
s278,feature_raw,excluded,278.0,0.008934269304403318,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s279,feature_raw,active,279.0,0.00574345883854499,,
s280,feature_raw,excluded,280.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s281,feature_raw,active,281.0,0.0012763241863433313,,
s282,feature_raw,active,282.0,0.0012763241863433313,,
s283,feature_raw,excluded,283.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s284,feature_raw,excluded,284.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s285,feature_raw,excluded,285.0,0.0019144862795149968,,constant: n_unique == 1
s286,feature_raw,active,286.0,0.0019144862795149968,,
s287,feature_raw,excluded,287.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s288,feature_raw,excluded,288.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s289,feature_raw,excluded,289.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s290,feature_raw,excluded,290.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s291,feature_raw,excluded,291.0,0.006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s292,feature_raw,excluded,292.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s293,feature_raw,excluded,293.0,0.9119336311423102,,missing: NaN fraction > 0.5
s294,feature_raw,excluded,294.0,0.9119336311423102,,missing: NaN fraction > 0.5
s295,feature_raw,active,295.0,0.0012763241863433313,,
s296,feature_raw,active,296.0,0.0012763241863433313,,
s297,feature_raw,active,297.0,0.0012763241863433313,,
s298,feature_raw,active,298.0,0.0012763241863433313,,
s299,feature_raw,active,299.0,0.0012763241863433313,,
s300,feature_raw,excluded,300.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s301,feature_raw,active,301.0,0.0012763241863433313,,
s302,feature_raw,active,302.0,0.0012763241863433313,,
s303,feature_raw,active,303.0,0.0012763241863433313,,
s304,feature_raw,active,304.0,0.0012763241863433313,,
s305,feature_raw,excluded,305.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s306,feature_raw,excluded,306.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s307,feature_raw,excluded,307.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s308,feature_raw,excluded,308.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s309,feature_raw,excluded,309.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s310,feature_raw,excluded,310.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s311,feature_raw,excluded,311.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s312,feature_raw,excluded,312.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s313,feature_raw,excluded,313.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s314,feature_raw,excluded,314.0,0.015315890236119975,,constant: n_unique == 1
s315,feature_raw,excluded,315.0,0.015315890236119975,,constant: n_unique == 1
s316,feature_raw,excluded,316.0,0.0006381620931716656,,constant: n_unique == 1
s317,feature_raw,active,317.0,0.0006381620931716656,,
s318,feature_raw,excluded,318.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s319,feature_raw,excluded,319.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s320,feature_raw,excluded,320.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s321,feature_raw,excluded,321.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s322,feature_raw,excluded,322.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
