feature,center,sigma,lcl,ucl,mr_bar,mr_ucl,degenerate
s057,0.931,0.00459606,0.917212,0.944788,0.00579743,0.0189402,False
s058,0.9493,0.00400302,0.937291,0.961309,0.0043979,0.0143679,False
s059,4.5727,0.0870286,4.31161,4.83379,0.0641023,0.209422,False
s060,0.92545,4.43905,-12.3917,14.2426,6.09231,19.9036,False
s061,353.73,6.05034,335.579,371.881,6.01769,19.6598,False
s062,10.4353,0.229358,9.74723,11.1234,0.28083,0.917471,False
s063,116.216,6.58274,96.4673,135.964,7.1462,23.3466,False
s064,13.2022,4.41281,-0.0361819,26.4407,5.29903,17.3119,False
s065,20.0327,4.02185,7.96715,32.0982,4.6504,15.1928,False
s066,26.2563,5.07643,11.0271,41.4856,6.08199,19.8699,False
s067,706.387,11.6122,671.55,741.223,11.2046,36.6054,False
s068,0.9763,0.129728,0.587117,1.36548,30.7923,100.598,False
s069,147.592,3.50976,137.063,158.121,4.03467,13.1813,False
s070,1,0,1,1,0,0,True
s071,619.012,9.19283,591.433,646.59,9.21937,30.1197,False
s072,102.563,20.5693,40.855,164.271,29.127,95.158,False
s073,152.251,10.0624,122.064,182.438,12.1241,39.6093,False
s074,466.082,2.60804,458.258,473.906,6.06404,19.8112,False
s075,0,0,0,0,0.00523783,0.017112,True
s076,-0.0062,0.0197186,-0.0653557,0.0529557,0.0191718,0.0626344,False
s077,-0.0289,0.0335068,-0.12942,0.0716203,0.0289107,0.0944512,False
s078,-0.0098,0.029059,-0.0969769,0.0773769,0.0319695,0.104444,False
s079,-0.0123,0.0449228,-0.147068,0.122468,0.0311729,0.101842,False
s080,0.0006,0.0176429,-0.0523288,0.0535288,0.0183807,0.0600497,False
s081,-0.0086,0.0323207,-0.105562,0.088362,0.0328934,0.107463,False
s082,-0.0196,0.0112678,-0.0534033,0.0142033,0.0174195,0.0569094,False
s083,0.0071,0.0326172,-0.0907516,0.104952,0.0323294,0.10562,False
s084,7.46745,0.514092,5.92518,9.00972,0.572413,1.87007,False
s085,0.133,0.00489258,0.118322,0.147678,0.00556614,0.0181846,False
s086,0.1136,0.00252042,0.106039,0.121161,0.00281542,0.00919799,False
s087,2.4035,0.0381028,2.28919,2.51781,0.0404579,0.132176,False
s088,0.9875,0.00415128,0.975046,0.999954,0.0102485,0.0334818,False
s089,1809.08,48.1304,1664.69,1953.47,56.637,185.033,False
s090,0.1901,0.0204599,0.12872,0.25148,0.0245609,0.0802405,False
s091,8822.43,371.688,7707.37,9937.49,428.484,1399.86,False
s092,0,0.0686444,-0.205933,0.205933,0.0899086,0.293731,False
s093,0.0003,0.00237216,-0.00681648,0.00741648,0.00303092,0.00990201,False
s094,-0.0002,0.00192738,-0.00598214,0.00558214,0.00289276,0.00945063,False
s095,0,0.00014826,-0.00044478,0.00044478,0.000170279,0.0005563,False
s096,0,0.00014826,-0.00044478,0.00044478,8.1979e-05,0.000267825,False
s097,0.0039,0.154783,-0.46045,0.46825,0.217164,0.709475,False
s098,0,0,0,0,0,0,True
s099,0,0.293407,-0.88022,0.88022,0.429166,1.40209,False
s100,0,0.0441815,-0.132544,0.132544,0.0586641,0.191655,False
s101,0,0.00029652,-0.00088956,0.00088956,0.000345156,0.00112762,False
s102,0,0.00014826,-0.00044478,0.00044478,0.00020969,0.000685057,False
s103,0,0.0518245,-0.155473,0.155473,0.0627445,0.204986,False
s104,-0.0101,0.00266868,-0.018106,-0.00209396,0.00230454,0.00752892,False
s105,0,0.00059304,-0.00177912,0.00177912,0.000805568,0.00263179,False
s106,-0.0002,0.0022239,-0.0068717,0.0064717,0.00296626,0.00969076,False
s107,0.00017891,0.00189611,-0.00550942,0.00586724,0.00283283,0.00925486,False
s108,0,0.0722026,-0.216608,0.216608,0.0900604,0.294227,False
s109,-0.0114,0.0760574,-0.239572,0.216772,0.092307,0.301567,False
s110,0.981,0.00237216,0.973884,0.988116,0.00213223,0.00696601,False
s111,101.498,1.17422,97.9751,105.02,1.56875,5.12511,False
s112,231.201,1.50884,226.674,235.727,1.41155,4.61152,False
s113,0.46285,0.00526323,0.44706,0.47864,0.0153357,0.0501019,False
s114,0.9464,0.0100817,0.916155,0.976645,0.0125745,0.0410808,False
s115,0,0,0,0,0.000239697,0.000783091,True
s116,750.461,40.3789,629.325,871.598,53.3968,174.447,False
s117,0.9905,0.0007413,0.988276,0.992724,0.00570734,0.0186459,False
s118,58.5453,0.855164,55.9798,61.1108,1.38826,4.53544,False
s119,0.599,0.00681996,0.57854,0.61946,0.0074897,0.0244689,False
s120,0.9692,0.00934038,0.941179,0.997221,0.00837935,0.0273753,False
s121,6.3136,0.0954794,6.02716,6.60004,0.121137,0.395754,False
s122,15.79,0.088956,15.5231,16.0569,0.0563525,0.184104,False
s123,3.879,0.907351,1.15695,6.60105,0.466239,1.5232,False
s124,15.83,0.103782,15.5187,16.1413,0.0635456,0.207604,False
s125,15.78,0.103782,15.4687,16.0913,0.0649757,0.212275,False
s126,1.144,0.265534,0.347399,1.9406,0.171763,0.561151,False
s127,2.735,0.225355,2.05893,3.41107,0.159005,0.519469,False
s128,0.6539,0.13121,0.26027,1.04753,0.0718951,0.234881,False
s129,3.195,0.174947,2.67016,3.71984,0.130221,0.425431,False
s130,-0.1419,0.631291,-2.03577,1.75197,0.529776,1.73078,False
s131,0.758612,0.0934221,0.478346,1.03888,0.0469826,0.153492,False
s132,0.9978,0.00192738,0.992018,1.00358,0.00159394,0.00520739,False
s133,2.3122,0.055894,2.14452,2.47988,0.028648,0.0935929,False
s134,1004.03,6.18007,985.488,1022.57,4.40669,14.3967,False
s135,38.9026,2.64733,30.9606,46.8446,2.17339,7.10048,False
s136,109,26.6868,28.9396,189.06,41.7776,136.487,False
s137,133.9,66.8653,-66.6958,334.496,60.1021,196.353,False
s138,116.7,57.5249,-55.8746,289.275,57.8432,188.974,False
s139,55.8999,8.30271,30.9918,80.808,11.2071,36.6136,False
s140,339.583,165.05,-155.567,834.733,210.225,686.804,False
s141,0.2352,0.191404,-0.339011,0.809411,50.4075,164.681,False
s142,0,0,0,0,0,0,True
s143,6.26,1.76429,0.967118,11.5529,2.24041,7.31943,False
s144,0.0039,0.00105394,0.000738171,0.00706183,0.00114733,0.00374831,False
s145,0.1076,0.0358789,-3.676e-05,0.215237,0.0548597,0.179227,False
s146,0.0585,0.0170499,0.0073503,0.10965,0.0212797,0.0695208,False
s147,0.05,0.0134917,0.00952502,0.090475,0.017604,0.0575122,False
s148,0.0158,0.00830256,-0.00910768,0.0407077,0.00910779,0.0297551,False
s149,7.9245,2.36193,0.83871,15.0103,3.25551,10.6357,False
s150,0,0,0,0,0,0,True
s151,5.9645,2.56638,-1.73464,13.6636,3.22156,10.5248,False
s152,10.9935,4.58716,-2.76799,24.755,9.54089,31.1701,False
s153,0.46805,0.179543,-0.0705786,1.00668,1.47881,4.83128,False
s154,0.011,0.00563388,-0.00590164,0.0279016,0.00563752,0.0184178,False
s155,7.51815,2.33917,0.500634,14.5357,2.52418,8.24651,False
s156,0.32,0.133434,-0.080302,0.720302,0.428848,1.40105,False
s157,0.0488,0.0217942,-0.0165827,0.114183,0.0339968,0.111068,False
s158,0.0352,0.0161603,-0.013281,0.083681,0.0309587,0.101142,False
s159,1017.7,417.352,-234.355,2269.76,472.861,1544.84,False
s160,625,370.65,-486.95,1736.95,724.793,2367.9,False
s161,440,244.629,-293.887,1173.89,416.667,1361.25,False
s162,2614,2330.65,-4377.94,9605.94,4019.37,13131.3,False
s163,1787,2421.09,-5476.26,9050.26,5801.93,18954.9,False
s164,0.12,0.0459606,-0.0178818,0.257882,0.0782696,0.255707,False
s165,0.089,0.0355824,-0.0177472,0.195747,0.0958295,0.313075,False
s166,0.184,0.0904386,-0.0873158,0.455316,0.188424,0.615581,False
s167,2.6,0.7413,0.3761,4.8239,0.992112,3.24123,False
s168,1.2,0.44478,-0.13434,2.53434,0.497214,1.6244,False
s169,0.119,0.044478,-0.014434,0.252434,0.0496401,0.162174,False
s170,0.412,0.220907,-0.250722,1.07472,0.198624,0.648906,False
s171,0.68565,0.16316,0.19617,1.17513,0.166333,0.543411,False
s172,0.1125,0.0471467,-0.02894,0.25394,0.0579464,0.189311,False
s173,0.3241,0.070127,0.113719,0.534481,0.078851,0.257606,False
s174,0.5785,0.0907351,0.306295,0.850705,0.100441,0.328142,False
s175,0.3241,0.0704648,0.112706,0.535494,0.0788539,0.257616,False
s176,0.7668,0.111268,0.432995,1.1006,0.114853,0.375224,False
s177,0.2429,0.0722026,0.0262921,0.459508,0.0795694,0.259953,False
s178,0.299,0.130469,-0.0924064,0.690406,0.246532,0.805419,False
s179,0,0,0,0,0,0,True
s180,0,0,0,0,0,0,True
s181,18.69,2.98003,9.74992,27.6301,3.2005,10.456,False
s182,0.526,0.229803,-0.163409,1.21541,0.219129,0.715895,False
s183,10.135,4.08456,-2.11869,22.3887,3.83594,12.532,False
s184,27.1565,7.62649,4.27702,50.036,6.13408,20.0401,False
s185,0.1326,0.0487466,-0.0136398,0.27884,0.0624298,0.203958,False
s186,6.755,2.20907,0.127778,13.3822,3.03012,9.8994,False
s187,0,0,0,0,0,0,True
s188,17.865,4.71353,3.72441,32.0056,4.82208,15.7537,False
s189,40.04,24.4408,-33.2823,113.362,23.4585,76.639,False
s190,0,0,0,0,0,0,True
s191,0,0,0,0,0,0,True
s192,0,0,0,0,0,0,True
s193,0,0,0,0,0,0,True
s194,0,0,0,0,0,0,True
s195,0,0,0,0,0,0,True
s196,0.259,0.0563388,0.0899836,0.428016,0.148164,0.484053,False
s197,6.765,3.10605,-2.55314,16.0831,5.50568,17.9871,False
s198,19.37,3.18759,9.80723,28.9328,4.78319,15.6267,False
s199,0.422,0.240181,-0.298544,1.14254,0.366313,1.19674,False
s200,8.57,3.18759,-0.99277,18.1328,7.5431,24.6433,False
s201,17.18,4.444,3.84799,30.512,5.40184,17.6478,False
s202,6.74,3.08381,-2.51142,15.9914,3.9217,12.8122,False
s203,8.455,3.99116,-3.51848,20.4285,5.62129,18.3647,False
s204,30.147,5.95709,12.2757,48.0183,7.49132,24.4741,False
s205,0.1583,0.0778365,-0.0752095,0.391809,62.5187,204.249,False
s206,7.77,2.74281,-0.45843,15.9984,4.43875,14.5014,False
s207,0,0,0,0,0.00249688,0.0081573,True
s208,19.7,4.43297,6.40108,32.9989,6.55143,21.4035,False
s209,73.444,25.3302,-2.54666,149.435,29.8782,97.612,False
s210,0,0,0,0,0.0576155,0.18823,True
s211,0.0795,0.0235733,0.00877998,0.15022,0.033281,0.108729,False
s212,0.0532,0.0152708,0.00738766,0.0990123,0.0220641,0.0720835,False
s213,0.0417406,0.0173591,-0.0103368,0.093818,0.0281337,0.0919128,False
s214,0.056,0.027947,-0.027841,0.139841,0.0337806,0.110361,False
s215,0.07495,0.027354,-0.00711191,0.157012,0.0387742,0.126675,False
s216,0.0824,0.0250559,0.00723218,0.157568,0.0274478,0.0896721,False
s217,0.0846,0.020534,0.022998,0.146202,0.0270824,0.0884781,False
s218,0.0615,0.0275764,-0.0212291,0.144229,0.0372077,0.121558,False
s219,3.62935,1.08482,0.374895,6.88381,1.31553,4.29785,False
s220,0.003,0.00103782,-0.00011346,0.00611346,0.0014722,0.00480968,False
s221,0.0089,0.00177912,0.00356264,0.0142374,0.00207424,0.00677654,False
s222,0.0609,0.0272798,-0.0209395,0.14274,0.0254695,0.083209,False
s223,0.0023,0.00177912,-0.00303736,0.00763736,0.0132239,0.0432023,False
s224,119.682,36.6005,9.8804,229.483,42.8722,140.063,False
s225,0.0398,0.0185325,-0.0157975,0.0953975,0.0459888,0.150245,False
s226,964.292,400.143,-236.138,2164.72,460.167,1503.37,False
s227,0,0,0,0,0,0,True
s228,0.0165,0.00563388,-0.00040164,0.0334016,0.00902661,0.0294899,False
s229,0.0155,0.0051891,-6.73e-05,0.0310673,0.00838384,0.02739,False
s230,0,0,0,0,0,0,True
s231,0,0,0,0,0,0,True
s232,0,0,0,0,0,0,True
s233,0,0,0,0,0,0,True
s234,0,0,0,0,0,0,True
s235,0,0,0,0,0,0,True
s236,0,0,0,0,0,0,True
s237,0,0,0,0,0,0,True
s238,0,0,0,0,0,0,True
s239,0.0046,0.0014826,0.0001522,0.0090478,0.00174822,0.00571143,False
s240,0.0044,0.00118608,0.00084176,0.00795824,0.00135308,0.0044205,False
s241,0,0,0,0,0,0,True
s242,0,0,0,0,0,0,True
s243,0,0,0,0,0,0,True
s244,0,0,0,0,0,0,True
s245,0.0017,0.00088956,-0.00096868,0.00436868,0.00828209,0.0270576,False
s246,1.1851,0.53255,-0.41255,2.78275,1.11456,3.64125,False
s247,3.6658,1.2992,-0.231807,7.56341,2.1696,7.08809,False
s248,0.02685,0.0154466,-0.0194898,0.0731898,0.0475209,0.155251,False
s249,0.021,0.00948864,-0.00746592,0.0494659,0.0172091,0.0562223,False
s250,0,0,0,0,0.00208499,0.00681165,True
s251,103.052,41.2273,-20.63,226.734,48.7562,159.287,False
s252,0.001,0.00044478,-0.00033434,0.00233434,0.00651723,0.0212918,False
s253,2.8646,1.14427,-0.568212,6.29741,4.31619,14.101,False
s254,0.0308,0.00978516,0.00144452,0.0601555,0.0131421,0.0429351,False
s255,0.0151,0.0131951,-0.0244854,0.0546854,0.0100238,0.0327478,False
s256,0.405,0.125724,0.0278266,0.782173,0.103798,0.33911,False
s257,0,0,0,0,0,0,True
s258,0,0,0,0,0,0,True
s259,0,0,0,0,0,0,True
s260,0,0,0,0,0,0,True
s261,0,0,0,0,0,0,True
s262,0,0,0,0,0,0,True
s263,0,0,0,0,0,0,True
s264,0,0,0,0,0,0,True
s265,0,0,0,0,0,0,True
s266,0,0,0,0,0,0,True
s267,0,0,0,0,0,0,True
s268,0.07,0.0348411,-0.0345233,0.174523,0.0151713,0.0495646,False
s269,17.977,7.70655,-5.14266,41.0967,3.79152,12.3869,False
s270,3.7035,1.04894,0.556682,6.85032,0.991416,3.23896,False
s271,28.7735,5.04336,13.6434,43.9036,6.88196,22.4834,False
s272,45.423,22.332,-21.5729,112.419,19.8165,64.7406,False
s273,39.5917,20.24,-21.1284,100.312,19.6372,64.1546,False
s274,19.563,2.64407,11.6308,27.4952,3.41391,11.1533,False
s275,110.601,55.7241,-56.5709,277.774,67.2385,219.668,False
s276,0.0774,0.0594523,-0.100957,0.255757,16.8034,54.8967,False
s277,0,0,0,0,0,0,True
s278,2.0831,0.611276,0.249272,3.91693,0.735279,2.40216,False
s279,0.0011,0.00029652,0.00021044,0.00198956,0.000301681,0.000985593,False
s280,0.0372,0.0128986,-0.00149586,0.0758959,0.0185118,0.060478,False
s281,0.0169,0.00459606,0.00311182,0.0306882,0.00528805,0.0172761,False
s282,0.0139,0.00348341,0.00344976,0.0243502,0.00435005,0.0142116,False
s283,0.0053,0.00281694,-0.00315082,0.0137508,0.0029731,0.00971311,False
s284,2.658,0.706014,0.539958,4.77604,0.977768,3.19437,False
s285,0,0,0,0,0,0,True
s286,1.87685,0.780218,-0.463805,4.2175,0.962851,3.14563,False
s287,3.3617,1.36614,-0.736726,7.46012,2.86714,9.36695,False
s288,0.13875,0.0472208,-0.00291243,0.280412,0.45726,1.49387,False
s289,0.0036,0.00177912,-0.00173736,0.00893736,0.00183631,0.00599921,False
s290,2.549,0.691855,0.473434,4.62457,0.759333,2.48074,False
s291,0.0839,0.0342481,-0.0188442,0.186644,0.0895484,0.292555,False
s292,0.017,0.00770952,-0.00612856,0.0401286,0.0115589,0.0377629,False
s293,0.011,0.00429954,-0.00189862,0.0238986,0.00880023,0.0287503,False
s294,316.809,129.03,-70.281,703.9,158.179,516.771,False
s295,278.925,165.411,-217.307,775.157,333.76,1090.39,False
s296,196.211,106.248,-122.532,514.955,194.142,634.26,False
s297,1202.1,1086.39,-2057.07,4461.27,1874.14,6122.81,False
s298,820.821,1120.13,-2539.58,4181.22,2875.35,9393.78,False
s299,0.0528,0.0200151,-0.0072453,0.112845,0.0371406,0.121338,False
s300,0.0399,0.0158638,-0.00769146,0.0874915,0.0480946,0.157125,False
s301,0.0829,0.0392889,-0.0349667,0.200767,0.0925215,0.302268,False
s302,0.859518,0.236501,0.150014,1.56902,0.304046,0.993319,False
s303,0.3808,0.133731,-0.0203916,0.781992,0.156301,0.510635,False
s304,0.0388,0.0137882,-0.00256454,0.0801645,0.0151157,0.049383,False
s305,0.1372,0.0726474,-0.0807422,0.355142,0.0651254,0.212765,False
s306,0.2642,0.0610831,0.0809506,0.447449,0.0610951,0.199598,False
s307,0.0448,0.0169016,-0.00590492,0.0955049,0.0232776,0.076048,False
s308,0.1295,0.0263903,0.0503292,0.208671,0.0301288,0.0984308,False
s309,0.2195,0.0303933,0.12832,0.31068,0.0355991,0.116302,False
s310,0.1295,0.0263903,0.0503292,0.208671,0.0301331,0.0984449,False
s311,0.3028,0.0403267,0.18182,0.42378,0.043599,0.142438,False
s312,0.0977,0.0284659,0.0123022,0.183098,0.0305169,0.0996986,False
s313,0.1216,0.0502601,-0.0291804,0.27238,0.100025,0.326781,False
s314,0,0,0,0,0,0,True
s315,0,0,0,0,0,0,True
s316,0,0,0,0,0,0,True
s317,5.8239,0.889189,3.15633,8.49147,0.964089,3.14968,False
s318,0.16415,0.0747972,-0.0602415,0.388542,0.0719859,0.235178,False
s319,2.878,1.11595,-0.469859,6.22586,1.09936,3.59161,False
s320,8.3874,2.31678,1.43705,15.3378,1.91749,6.26443,False
s321,0.03985,0.0141588,-0.00262649,0.0823265,0.0175664,0.0573896,False
s322,2.0794,0.679105,0.0420852,4.11671,0.891572,2.91276,False
s323,0,0,0,0,0,0,True
s324,5.4605,1.48423,1.00781,9.91319,1.46165,4.77522,False
s325,12.4323,7.63035,-10.4587,35.3233,7.11264,23.237,False
s326,0,0,0,0,0,0,True
s327,0,0,0,0,0,0,True
s328,0,0,0,0,0,0,True
s329,0,0,0,0,0,0,True
s330,0,0,0,0,0,0,True
s331,0,0,0,0,0,0,True
s332,0.0848,0.0179395,0.0309816,0.138618,0.031084,0.101551,False
s333,2.05745,0.860501,-0.524053,4.63895,1.60359,5.23893,False
s334,5.9776,0.810241,3.54688,8.40832,1.33232,4.35268,False
s335,0.1291,0.0704235,-0.0821705,0.34037,0.110641,0.361464,False
s336,2.5118,0.88956,-0.15688,5.18048,2.22687,7.27519,False
s337,9.06965,1.30461,5.15581,12.9835,2.37013,7.74322,False
s338,2.0542,0.858944,-0.522633,4.63103,1.10248,3.60179,False
s339,2.55775,1.07192,-0.658009,5.77351,1.65344,5.40178,False
s340,9.4809,1.7339,4.2792,14.6826,2.34199,7.65128,False
s341,0.0465,0.0213494,-0.0175483,0.110548,28.5149,93.1583,False
s342,2.3779,0.781034,0.034799,4.721,1.26684,4.13877,False
s343,0,0,0,0,0.000558302,0.00182397,True
s344,6.00513,1.40041,1.8039,10.2064,1.9381,6.33177,False
s345,23.3337,8.13251,-1.06382,47.7312,9.39705,30.7001,False
s346,5.5542,1.75243,0.2969,10.8115,5.99398,19.5823,False
s347,3.0464,0.998531,0.0508067,6.04199,5.52671,18.0557,False
s348,0,0,0,0,0.0173717,0.0567532,True
s349,0.0227,0.00696822,0.00179534,0.0436047,0.00890292,0.0290858,False
s350,0.024,0.0066717,0.0039849,0.0440151,0.00942664,0.0307968,False
s351,0.0188,0.0081543,-0.0056629,0.0432629,0.0126681,0.0413867,False
s352,0.0253,0.0128986,-0.0133959,0.0639959,0.0154864,0.050594,False
s353,0.0219,0.00808017,-0.00234051,0.0461405,0.00984126,0.0321514,False
s354,0.0421,0.0140847,-0.0001541,0.0843541,0.0138824,0.0453537,False
s355,0.0441,0.0104523,0.012743,0.075457,0.0139648,0.045623,False
s356,0.02915,0.0141588,-0.0133265,0.0716265,0.0186589,0.0609586,False
s357,1.2555,0.368648,0.149555,2.36145,0.437593,1.42962,False
s358,0.0009,0.00029652,1.044e-05,0.00178956,0.000422771,0.00138119,False
s359,0.0024,0.00044478,0.00106566,0.00373434,0.000431857,0.00141088,False
s360,0.0196,0.00830256,-0.00530768,0.0445077,0.00763081,0.0249298,False
s361,0.0007,0.00059304,-0.00107912,0.00247912,0.00445202,0.0145447,False
s362,39.7478,11.1165,6.3982,73.0974,13.4345,43.8906,False
s363,0.0125,0.00563388,-0.00440164,0.0294016,0.0139194,0.0454746,False
s364,308.811,131.501,-85.6935,703.315,147.695,482.519,False
s365,0,0,0,0,0,0,True
s366,0.0046,0.0014826,0.0001522,0.0090478,0.0022006,0.00718938,False
s367,0.0043,0.00133434,0.00029698,0.00830302,0.00197541,0.00645367,False
s368,0.0032,0.00103782,8.654e-05,0.00631346,0.00208771,0.00682056,False
s369,0.0028,0.00103782,-0.00031346,0.00591346,0.0016001,0.00522752,False
s370,0,0,0,0,0,0,True
s371,0,0,0,0,0,0,True
s372,0,0,0,0,0,0,True
s373,0,0,0,0,0,0,True
s374,0,0,0,0,0,0,True
s375,0,0,0,0,0,0,True
s376,0,0,0,0,0,0,True
s377,0.0016,0.00044478,0.00026566,0.00293434,0.000543193,0.00177461,False
s378,0.0015,0.00044478,0.00016566,0.00283434,0.000438755,0.00143341,False
s379,0,0,0,0,0,0,True
s380,0,0,0,0,0,0,True
s381,0,0,0,0,0,0,True
s382,0,0,0,0,0,0,True
s383,0.0005,0.00029652,-0.00038956,0.00138956,0.00261522,0.00854392,False
s384,0.3726,0.151522,-0.0819652,0.827165,0.333527,1.08963,False
s385,1.105,0.403712,-0.106136,2.31614,0.663507,2.16768,False
s386,0.0067,0.00281694,-0.00175082,0.0151508,0.00951429,0.0310832,False
s387,0.0068,0.00326172,-0.00298516,0.0165852,0.00571969,0.0186862,False
s388,0,0,0,0,0.000663992,0.00216926,True
s389,32.5252,13.2866,-7.33465,72.385,15.597,50.9555,False
s390,0.0003,0.00014826,-0.00014478,0.00074478,0.00200693,0.00655665,False
s391,0.8769,0.347373,-0.16522,1.91902,1.34152,4.38276,False
s392,0.0102,0.0029652,0.0013044,0.0190956,0.00411003,0.0134275,False
s393,0.0049,0.0044478,-0.0084434,0.0182434,0.00325353,0.0106293,False
s394,0.1338,0.0409198,0.0110407,0.256559,0.0324455,0.105999,False
s395,0,0,0,0,0,0,True
s396,0,0,0,0,0,0,True
s397,0,0,0,0,0,0,True
s398,0,0,0,0,0,0,True
s399,0,0,0,0,0,0,True
s400,0,0,0,0,0,0,True
s401,0,0,0,0,0,0,True
s402,0,0,0,0,0,0,True
s403,0,0,0,0,0,0,True
s404,0,0,0,0,0,0,True
s405,0,0,0,0,0,0,True
s406,0.0239,0.0137882,-0.0174645,0.0652645,0.00534611,0.0174657,False
s407,5.9201,2.39069,-1.25198,13.0922,1.31393,4.2926,False
s408,1.2397,0.31268,0.301659,2.17774,0.307508,1.00463,False
s409,4.92245,1.22945,1.23411,8.61079,1.87316,6.11961,False
s410,4.4641,2.17868,-2.07194,11.0001,1.9807,6.47093,False
s411,4.69895,2.35266,-2.35904,11.7569,2.34772,7.67002,False
s412,2.5459,0.3834,1.3957,3.6961,0.503163,1.64383,False
s413,26.1032,13.823,-15.3659,67.5723,15.5587,50.8303,False
s414,19.9642,13.2993,-19.9336,59.8621,18.1429,59.273,False
s415,0,0,0,0,0,0,True
s416,6.1766,1.86763,0.573706,11.7795,2.35057,7.67932,False
s417,3.2298,0.946788,0.389435,6.07017,0.936528,3.05964,False
s418,7.4343,2.50856,-0.0913776,14.96,3.64207,11.8987,False
s419,301.721,447.332,-1040.28,1643.72,313.831,1025.28,False
s420,272.892,404.589,-940.876,1486.66,343.376,1121.81,False
s421,1.6372,0.883037,-1.01191,4.28631,0.978612,3.19713,False
s422,3.9579,1.17229,0.441025,7.47478,1.51359,4.9449,False
s423,0,0,0,0,0,0,True
s424,70.0262,25.1456,-5.41071,145.463,29.1877,95.3562,False
s425,2.6671,1.10943,-0.661189,5.99539,2.14241,6.99924,False
s426,4.7614,1.86355,-0.829262,10.3521,4.59725,15.0192,False
s427,1.1269,0.589778,-0.642435,2.89623,0.594724,1.94296,False
s428,3.9423,1.22759,0.259522,7.62508,1.35366,4.4224,False
