feature,n_unique,dom_frac,cv,missing_rate,n_deviant,dev_fail_rate,enrichment,verdict
s059,382,0.010236724248240563,0.018525800146090586,0.0025526483726866626,1547,0.06528765352294764,0.9837091641390285,keep
s060,1500,0.0019230769230769232,3.220081765726834,0.004467134652201659,1557,0.06679511881824021,1.006422607578677,keep
s061,1498,0.0019218449711723255,0.016972362117625366,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep
s062,1418,0.0019218449711723255,0.026371784830461504,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep
s063,1518,0.0012812299807815502,0.07406737372027716,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep
s064,1534,0.0019230769230769232,0.5089278246223595,0.004467134652201659,1557,0.06615285806037251,0.9967454671211896,keep
s065,1496,0.0019230769230769232,0.24230557067607914,0.004467134652201659,1557,0.06679511881824021,1.006422607578677,keep
s066,1550,0.001282051282051282,0.26248531263104036,0.004467134652201659,1558,0.06675224646983312,1.0057766367137355,keep
s067,1559,0.0012812299807815502,0.01644770916846029,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep
s068,1306,0.0025624599615631004,18.396298723950185,0.0038289725590299937,1557,0.06679511881824021,1.006422607578677,keep
s069,1479,0.0019218449711723255,0.028758578720224297,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep
s070,1,1.0,0.0,0.0038289725590299937,0,,,constant: n_unique == 1
s071,1533,0.0019218449711723255,0.015408115620500273,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep
s072,1557,0.0012812299807815502,0.3033853348115556,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep
s073,773,0.00129366106080207,0.12229510064655419,0.5067007019783025,772,0.08678756476683938,1.3076549422080512,missing: NaN fraction > 0.5
s074,770,0.00258732212160414,0.03766905350519189,0.5067007019783025,771,0.08819714656290532,1.3288935448468524,missing: NaN fraction > 0.5
s075,2,0.9993593850096092,39.509492530276795,0.0038289725590299937,1,0.0,0.0,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s076,675,0.005184705119896306,3.2293232547604656,0.015315890236119975,1535,0.06644951140065146,1.0012152342771234,keep
s077,891,0.004536616979909268,1.1297293268343964,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep
s078,842,0.004536616979909268,4.454820904123021,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep
s079,995,0.0038885288399222295,3.5090359533553164,0.015315890236119975,1537,0.06766428106701367,1.0195185426154847,keep
s080,691,0.005832793259883344,6.673643482720262,0.015315890236119975,1534,0.06714471968709257,1.0116901514391736,keep
s081,922,0.004536616979909268,2.6564455283774,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep
s082,580,0.010369410239792612,0.8046543160103,0.015315890236119975,1527,0.06679764243614932,1.0064606317062115,keep
s083,888,0.0038885288399222295,5.9578772078823725,0.015315890236119975,1537,0.06701366297983084,1.0097154797057206,keep
s084,1506,0.0019157088122605363,0.06927627093459937,0.0006381620931716656,1563,0.06653870761356366,1.0025591810620602,keep
s085,180,0.01864951768488746,0.037948919359799584,0.007657945118059987,1526,0.0674967234600262,1.016993900594818,keep
s086,97,0.03982300884955752,0.025964208121690566,0.8557753669432036,217,0.05069124423963134,0.7637805742644453,missing: NaN fraction > 0.5
s087,472,0.008934269304403318,0.01554282176074916,0.0,1553,0.06632324533161622,0.9993127445638714,keep
s088,249,0.02488832163369496,0.013077745009482758,0.0,1528,0.06740837696335078,1.0156627567458718,keep
s089,973,0.003190810465858328,0.029614347472979648,0.0,1562,0.06658130601792574,1.003201024327785,keep
s090,650,0.005936675461741424,0.2775408977809969,0.03254626675175495,1507,0.0683477106834771,1.0298159869327752,keep
s091,1513,0.0013192612137203166,0.04489515794805078,0.03254626675175495,1514,0.06737120211360634,1.0151026318463572,keep
s092,1191,0.037155669442664956,35.93790153379938,0.0038289725590299937,1503,0.06520292747837658,0.9824325707559242,keep
s093,180,0.025559105431309903,6.374074016454972,0.0012763241863433313,1525,0.06491803278688525,0.9781399747793191,keep
s094,174,0.027476038338658148,5.568494965810494,0.0012763241863433313,1522,0.06701708278580815,1.0097670069746285,keep
s095,22,0.31518257527226134,5.9741630276591815,0.0038289725590299937,1069,0.06454630495790459,0.972539037202274,correlated: |r| > 0.95; dropped the more-missing member of the pair
s096,14,0.4336963484945548,1.7393900430549103,0.0038289725590299937,884,0.07692307692307693,1.1590236686390534,keep
s097,1333,0.03779628443305574,12.820846449656164,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep
s098,1,1.0,,0.0038289725590299937,0,,,constant: n_unique == 1
s099,1420,0.037155669442664956,23.541733633213536,0.0038289725590299937,1503,0.06520292747837658,0.9824325707559242,keep
s100,272,0.042921204356181936,40.73780381155806,0.0038289725590299937,1494,0.06492637215528782,0.9782656266090002,correlated: |r| > 0.95; dropped the more-missing member of the pair
s101,35,0.1825752722613709,16.716649849198713,0.0038289725590299937,1276,0.06583072100313479,0.9918917289606944,keep
s102,29,0.29212043561819345,30.496465933902087,0.0038289725590299937,1105,0.0669683257918552,1.0090323703445876,keep
s103,1066,0.03779628443305574,56.49320277248337,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep
s104,153,0.021725239616613417,0.3130581134545194,0.0012763241863433313,1531,0.0659699542782495,0.9939895995578556,keep
s105,55,0.07220447284345048,58.13794844674646,0.0012763241863433313,1452,0.06887052341597796,1.0376933672388218,keep
s106,177,0.05573350416399744,6.431852617434459,0.0038289725590299937,1474,0.06512890094979647,0.9813171902724142,correlated: |r| > 0.95; dropped the more-missing member of the pair
s107,180,0.057655349135169766,5.538033485146035,0.0038289725590299937,1471,0.06526172671651938,0.9833185169690949,correlated: |r| > 0.95; dropped the more-missing member of the pair
s108,1159,0.03779628443305574,49.534979488215775,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep
s109,1183,0.03779628443305574,8.041616979842843,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep
s110,96,0.03460837887067395,0.00887240327029645,0.6496490108487556,530,0.052830188679245285,0.7960087082728593,missing: NaN fraction > 0.5
s111,546,0.0036429872495446266,0.01855625483391964,0.6496490108487556,547,0.054844606946983544,0.8263605681338771,missing: NaN fraction > 0.5
s112,545,0.0036429872495446266,0.00908173551752194,0.6496490108487556,547,0.054844606946983544,0.8263605681338771,missing: NaN fraction > 0.5
s113,249,0.014084507042253521,0.10696273318846,0.4562858966177409,840,0.08452380952380953,1.2735462454212456,keep
s114,468,0.007657945118059987,0.012833257590918424,0.0,1555,0.06688102893890675,1.0077170418006431,keep
s115,20,0.9859604339502234,13.61408111773236,0.0,22,0.13636363636363635,2.054632867132867,correlated: |r| > 0.95; dropped the more-missing member of the pair
s116,1567,0.0006381620931716656,0.06549412820531647,0.0,1566,0.06641123882503193,1.000638569604087,keep
s117,136,0.0797702616464582,0.009620318413245753,0.0,1442,0.06934812760055478,1.0448895764429744,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s118,1527,0.0012763241863433313,0.11061959950081814,0.0,1565,0.06645367412140575,1.0012779552715656,correlated: |r| > 0.95; dropped the more-missing member of the pair
s119,328,0.009073233959818535,0.01353836817417207,0.015315890236119975,1529,0.06736429038587312,1.0149984907179153,keep
s120,249,0.02297383535417996,0.009217936884670049,0.0,1531,0.06727629000653168,1.013672561925338,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s121,1269,0.0025526483726866626,0.019696892466290576,0.0,1563,0.06589891234804862,0.9929191889364634,keep
s122,54,0.06033376123234917,0.00630634617485699,0.00574345883854499,1464,0.0662568306010929,0.9983120533837748,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s123,309,0.010269576379974325,0.2319215277243814,0.00574345883854499,1542,0.06679636835278858,1.0064414347001895,correlated: |r| > 0.95; dropped the more-missing member of the pair
s124,50,0.055198973042362,0.006842530968193195,0.00574345883854499,1472,0.06453804347826086,0.9724145589464883,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s125,59,0.08023106546854943,0.007226706271052241,0.00574345883854499,1433,0.06699232379623168,1.0093939556605294,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s126,155,0.03080872913992298,0.2367638594106523,0.00574345883854499,1510,0.06688741721854305,1.0078132959755477,keep
s127,273,0.012195121951219513,0.09214679508210306,0.00574345883854499,1539,0.06562703053931124,0.9888226620682761,keep
s128,324,0.011553273427471117,0.208810397689853,0.00574345883854499,1540,0.06688311688311688,1.0077485014985015,keep
s129,268,0.013478818998716302,0.0827567222184067,0.00574345883854499,1537,0.06701366297983084,1.0097154797057206,keep
s130,93,0.11360718870346598,2.202122730724133,0.00574345883854499,1381,0.06154960173787111,0.9273867877235002,keep
s131,310,0.010911424903722721,0.1107837225177989,0.00574345883854499,1541,0.06683971447112265,1.0070945440023962,keep
s132,68,0.04813863928112965,0.002255519718075093,0.00574345883854499,1483,0.06810519217801753,1.0261618859899373,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s133,306,0.010262989095574085,0.02293714881474147,0.005105296745373325,1543,0.06740116655865197,1.015554115359689,keep
s134,336,0.006414368184733804,0.006511375056727902,0.005105296745373325,1549,0.06649451258876694,1.001893281024979,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s135,335,0.007055805003207184,0.07591586399623285,0.005105296745373325,1548,0.06589147286821706,0.9928070960047706,keep
s136,134,0.023687580025608196,0.48782778078383593,0.003190810465858328,1525,0.06819672131147542,1.0275409836065574,correlated: |r| > 0.95; dropped the more-missing member of the pair
s137,1089,0.003843689942344651,0.39010015118321,0.0038289725590299937,1555,0.06688102893890675,1.0077170418006431,correlated: |r| > 0.95; dropped the more-missing member of the pair
s138,1059,0.003205128205128205,0.4258844155573524,0.004467134652201659,1555,0.06623794212218649,0.9980274548602522,correlated: |r| > 0.95; dropped the more-missing member of the pair
s139,348,0.016097875080489377,0.21431787904114633,0.008934269304403318,1528,0.06740837696335078,1.0156627567458718,correlated: |r| > 0.95; dropped the more-missing member of the pair
s140,518,0.00643915003219575,0.6317693984212638,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,correlated: |r| > 0.95; dropped the more-missing member of the pair
s141,498,0.00643915003219575,19.4387596449543,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,correlated: |r| > 0.95; dropped the more-missing member of the pair
s142,1,1.0,,0.008934269304403318,0,,,constant: n_unique == 1
s143,374,0.0103026400515132,0.5348520090150514,0.008934269304403318,1537,0.06506180871828236,0.9803062909764275,correlated: |r| > 0.95; dropped the more-missing member of the pair
s144,63,0.06418485237483953,0.3074290224317281,0.00574345883854499,1458,0.06721536351165981,1.0127545636804898,correlated: |r| > 0.95; dropped the more-missing member of the pair
s145,961,0.0038338658146964857,0.511155312146166,0.0012763241863433313,1559,0.06670942912123155,1.005131494547787,correlated: |r| > 0.95; dropped the more-missing member of the pair
s146,656,0.006389776357827476,0.41716436567440884,0.0012763241863433313,1555,0.06623794212218649,0.9980274548602522,correlated: |r| > 0.95; dropped the more-missing member of the pair
s147,579,0.0076677316293929714,0.3971000737612155,0.0012763241863433313,1553,0.0669671603348358,1.009014810045074,correlated: |r| > 0.95; dropped the more-missing member of the pair
s148,294,0.012140575079872205,1.5578039684139284,0.0012763241863433313,1546,0.06597671410090557,0.9940914518857599,correlated: |r| > 0.95; dropped the more-missing member of the pair
s149,1551,0.0012779552715654952,2.2122476527820853,0.0012763241863433313,1563,0.06653870761356366,1.0025591810620602,correlated: |r| > 0.95; dropped the more-missing member of the pair
s150,1,1.0,,0.0019144862795149968,0,,,constant: n_unique == 1
s151,1443,0.0025575447570332483,0.47574334865186774,0.0019144862795149968,1560,0.06602564102564103,0.9948286489151874,correlated: |r| > 0.95; dropped the more-missing member of the pair
s152,1498,0.0012787723785166241,2.206994530625984,0.0019144862795149968,1562,0.06658130601792574,1.003201024327785,correlated: |r| > 0.95; dropped the more-missing member of the pair
s153,1394,0.0025575447570332483,19.52320126476194,0.0019144862795149968,1560,0.06666666666666667,1.0044871794871795,correlated: |r| > 0.95; dropped the more-missing member of the pair
s154,219,0.017263427109974423,0.783607937270983,0.0019144862795149968,1537,0.06636304489264802,0.9999124167959563,correlated: |r| > 0.95; dropped the more-missing member of the pair
s155,1551,0.0012787723785166241,0.6805973959321069,0.0019144862795149968,1562,0.06658130601792574,1.003201024327785,correlated: |r| > 0.95; dropped the more-missing member of the pair
s156,65,0.05073859987154785,2.213110972333262,0.006381620931716656,1478,0.06495263870094722,0.9786613927344645,correlated: |r| > 0.95; dropped the more-missing member of the pair
s157,722,0.00574345883854499,1.362995823714772,0.0,1558,0.06675224646983312,1.0057766367137355,correlated: |r| > 0.95; dropped the more-missing member of the pair
s158,128,0.014492753623188406,0.8393630841541756,0.9119336311423102,136,0.058823529411764705,0.8863122171945702,missing: NaN fraction > 0.5
s159,138,0.007246376811594203,0.39133219991228113,0.9119336311423102,137,0.058394160583941604,0.879842784952274,missing: NaN fraction > 0.5
s160,954,0.0044728434504792336,1.113701966892861,0.0012763241863433313,1558,0.06546854942233633,0.9864347783153946,correlated: |r| > 0.95; dropped the more-missing member of the pair
s161,744,0.005750798722044728,1.0350452709503823,0.0012763241863433313,1556,0.06555269922879177,0.9877026893415068,correlated: |r| > 0.95; dropped the more-missing member of the pair
s162,1411,0.0019169329073482429,1.042390193466829,0.0012763241863433313,1562,0.06594110115236876,0.9935548606323255,correlated: |r| > 0.95; dropped the more-missing member of the pair
s163,1325,0.003194888178913738,1.3661367663057324,0.0012763241863433313,1560,0.06602564102564103,0.9948286489151874,correlated: |r| > 0.95; dropped the more-missing member of the pair
s164,260,0.0134185303514377,0.870079159749042,0.0012763241863433313,1544,0.06606217616580311,0.9953791351135911,correlated: |r| > 0.95; dropped the more-missing member of the pair
s165,219,0.020447284345047924,1.8956456865034326,0.0012763241863433313,1533,0.06588388780169602,0.9926928094736314,correlated: |r| > 0.95; dropped the more-missing member of the pair
s166,404,0.011501597444089457,1.6162222818664427,0.0012763241863433313,1547,0.06593406593406594,0.9934488588334743,correlated: |r| > 0.95; dropped the more-missing member of the pair
s167,62,0.05750798722044728,0.4015071237887121,0.0012763241863433313,1475,0.06576271186440678,0.9908670143415907,correlated: |r| > 0.95; dropped the more-missing member of the pair
s168,31,0.09648562300319488,0.5120373429319472,0.0012763241863433313,1414,0.06789250353606789,1.022957240779023,correlated: |r| > 0.95; dropped the more-missing member of the pair
s169,207,0.014696485623003195,0.38295701533657994,0.0012763241863433313,1542,0.0654993514915694,0.9868988825700888,correlated: |r| > 0.95; dropped the more-missing member of the pair
s170,652,0.005750798722044728,0.49423348486832025,0.0012763241863433313,1556,0.06619537275064268,0.9973860490409334,correlated: |r| > 0.95; dropped the more-missing member of the pair
s171,331,0.008301404853128991,0.23010520499924073,0.0006381620931716656,1553,0.06503541532517708,0.9799086136014662,correlated: |r| > 0.95; dropped the more-missing member of the pair
s172,306,0.010217113665389528,0.5062700863916135,0.0006381620931716656,1550,0.06709677419354838,1.0109677419354839,correlated: |r| > 0.95; dropped the more-missing member of the pair
s173,307,0.008939974457215836,0.2225561396244148,0.0006381620931716656,1552,0.06701030927835051,1.0096649484536082,correlated: |r| > 0.95; dropped the more-missing member of the pair
s174,319,0.012132822477650063,0.16614943401722845,0.0006381620931716656,1547,0.06658047834518423,1.0031885535279201,correlated: |r| > 0.95; dropped the more-missing member of the pair
s175,308,0.011494252873563218,0.22256808336761283,0.0006381620931716656,1548,0.0665374677002584,1.002540498906778,correlated: |r| > 0.95; dropped the more-missing member of the pair
s176,327,0.009578544061302681,0.1495059352527268,0.0006381620931716656,1551,0.0670535138620245,1.0103159252095424,correlated: |r| > 0.95; dropped the more-missing member of the pair
s177,319,0.011494252873563218,0.3061395865048644,0.0006381620931716656,1548,0.06718346253229975,1.0122739018087856,correlated: |r| > 0.95; dropped the more-missing member of the pair
s178,250,0.0140485312899106,0.7166456439399063,0.0006381620931716656,1544,0.06735751295336788,1.0148963730569949,correlated: |r| > 0.95; dropped the more-missing member of the pair
s179,1,1.0,,0.015315890236119975,0,,,constant: n_unique == 1
s180,1,1.0,,0.0006381620931716656,0,,,constant: n_unique == 1
s181,890,0.004469987228607918,0.17417491739975086,0.0006381620931716656,1559,0.0654265554842848,0.9858020427295605,correlated: |r| > 0.95; dropped the more-missing member of the pair
s182,687,0.005747126436781609,0.41041334606119967,0.0006381620931716656,1557,0.06615285806037251,0.9967454671211896,correlated: |r| > 0.95; dropped the more-missing member of the pair
s183,905,0.0038314176245210726,0.38625611539353977,0.0006381620931716656,1560,0.06666666666666667,1.0044871794871795,correlated: |r| > 0.95; dropped the more-missing member of the pair
s184,1508,0.0019157088122605363,0.2564066327435633,0.0006381620931716656,1563,0.06589891234804862,0.9929191889364634,correlated: |r| > 0.95; dropped the more-missing member of the pair
s185,1054,0.0038314176245210726,0.7609527026135465,0.0006381620931716656,1560,0.06602564102564103,0.9948286489151874,correlated: |r| > 0.95; dropped the more-missing member of the pair
s186,739,0.005108556832694764,0.9759670569499084,0.0006381620931716656,1558,0.06675224646983312,1.0057766367137355,correlated: |r| > 0.95; dropped the more-missing member of the pair
s187,1,1.0,,0.0006381620931716656,0,,,constant: n_unique == 1
s188,1015,0.0038314176245210726,0.4800274631252355,0.0006381620931716656,1560,0.06666666666666667,1.0044871794871795,correlated: |r| > 0.95; dropped the more-missing member of the pair
s189,1550,0.001277139208173691,0.5024569173973474,0.0006381620931716656,1564,0.06649616368286446,1.001918158567775,correlated: |r| > 0.95; dropped the more-missing member of the pair
s190,1,1.0,,0.0006381620931716656,0,,,constant: n_unique == 1
s191,1,1.0,,0.0025526483726866626,0,,,constant: n_unique == 1
s192,1,1.0,,0.0025526483726866626,0,,,constant: n_unique == 1
s193,1,1.0,,0.0025526483726866626,0,,,constant: n_unique == 1
s194,1,1.0,,0.0025526483726866626,0,,,constant: n_unique == 1
s195,1,1.0,,0.0025526483726866626,0,,,constant: n_unique == 1
s196,206,0.023032629558541268,1.3765529977008146,0.0025526483726866626,1527,0.06548788474132286,0.9867261095158936,correlated: |r| > 0.95; dropped the more-missing member of the pair
s197,867,0.0038461538461538464,1.809397412504601,0.004467134652201659,1554,0.06563706563706563,0.9889738639738639,correlated: |r| > 0.95; dropped the more-missing member of the pair
s198,898,0.005124919923126201,0.5251736414675225,0.0038289725590299937,1553,0.06632324533161622,0.9993127445638714,correlated: |r| > 0.95; dropped the more-missing member of the pair
s199,773,0.005765534913516977,0.964738061531602,0.0038289725590299937,1552,0.06701030927835051,1.0096649484536082,correlated: |r| > 0.95; dropped the more-missing member of the pair
s200,920,0.005765534913516977,1.4260731537664837,0.0038289725590299937,1552,0.06701030927835051,1.0096649484536082,correlated: |r| > 0.95; dropped the more-missing member of the pair
s201,1008,0.0038461538461538464,0.493785428435219,0.004467134652201659,1554,0.06692406692406692,1.0083655083655083,keep
s202,861,0.0038461538461538464,0.6511367760543915,0.004467134652201659,1554,0.06563706563706563,0.9889738639738639,keep
s203,1470,0.0019230769230769232,1.437781537622139,0.004467134652201659,1557,0.06679511881824021,1.006422607578677,correlated: |r| > 0.95; dropped the more-missing member of the pair
s204,1501,0.0019218449711723255,0.5806442670641487,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,correlated: |r| > 0.95; dropped the more-missing member of the pair
s205,1210,0.0032030749519538757,17.53983104890649,0.0038289725590299937,1556,0.06619537275064268,0.9973860490409334,correlated: |r| > 0.95; dropped the more-missing member of the pair
s206,841,0.004484304932735426,1.2752406095558644,0.0038289725590299937,1554,0.06692406692406692,1.0083655083655083,correlated: |r| > 0.95; dropped the more-missing member of the pair
