feature,degenerate,ooc_p1,ewma_p1,miss_p1,ooc_p2,ewma_p2,miss_p2,ooc_tail,ewma_tail,miss_tail,delta,ewma_delta
s032,False,0.227131,0.528278,0.00124301,0.244186,0.77907,0,0.222222,0.666667,0,0.0170547,0.250791
s033,False,0.016791,0.0870106,0.000621504,0.0116279,0.0542636,0,0,0.037037,0,-0.00516314,-0.032747
s034,False,0.0348259,0.171535,0.000621504,0.0271318,0.127907,0,0,0.037037,0,-0.00769409,-0.0436281
s035,False,0.028607,0.222498,0.000621504,0.0232558,0.166667,0,0,0,0,-0.00535115,-0.0558318
s036,False,0.0236318,0.28527,0.000621504,0.0193798,0.251938,0,0,0.333333,0,-0.004252,-0.0333324
s037,False,0.028607,0.222498,0.000621504,0.0232558,0.162791,0,0,0,0,-0.00535115,-0.0597077
s038,False,0.0597015,0.104413,0.000621504,0.0465116,0.00775194,0,0,0,0,-0.0131899,-0.0966607
s039,False,0.0534826,0.137974,0.000621504,0.0697674,0.0930233,0,0.111111,0.259259,0,0.0162849,-0.0449506
s040,False,0.0870647,0.224363,0.000621504,0.0891473,0.170543,0,0.037037,0.0740741,0,0.00208261,-0.0538203
s041,False,0.219066,0.72716,0.0155376,0.232,0.829457,0.0310078,0.230769,1,0.037037,0.0129343,0.102298
s042,False,0.107955,0.155376,0.0155376,0.112,0.189922,0.0310078,0.0384615,0,0.037037,0.00404545,0.0345465
s043,True,,,,,,,,,,,
s044,False,0.00995025,0.103791,0.000621504,0.0155039,0.0116279,0,0,0,0,0.00555363,-0.0921633
s045,False,0.00746269,0.0435053,0.000621504,0.00775194,0.00387597,0,0,0,0,0.000289251,-0.0396293
s046,False,0.00559701,0.0248602,0.000621504,0.0116279,0,0,0,0,0,0.00603089,-0.0248602
s047,False,0.00186567,0.0335612,0.000621504,0.00387597,0,0,0,0,0,0.0020103,-0.0335612
s048,False,0.000621891,0.0379117,0.000621504,0.00387597,0.0116279,0,0,0.0740741,0,0.00325408,-0.0262838
s049,False,0.00186567,0.0198881,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0198881
s050,True,,,,,,,,,,,
s051,False,0.00186567,0.0335612,0.000621504,0.00387597,0,0,0,0,0,0.0020103,-0.0335612
s052,False,0,0.0919826,0.000621504,0,0.0503876,0,0,0,0,0,-0.041595
s053,True,,,,,,,,,,,
s054,False,0.0161994,0.0671224,0.00248602,0.0116279,0.0426357,0,0,0,0,-0.00457147,-0.0244868
s055,False,0.011838,0.0627719,0.00248602,0.0155039,0.0387597,0,0,0,0,0.00366587,-0.0240122
s056,False,0,0.0459913,0.00248602,0,0,0,0,0,0,0,-0.0459913
s057,False,0.0392523,0.193909,0.00248602,0.0271318,0.0736434,0,0.037037,0,0,-0.0121206,-0.120266
s058,False,0.00872274,0.0180236,0.00248602,0.0155039,0.00387597,0,0,0,0,0.00678113,-0.0141476
s059,False,0.0105919,0.192666,0.00248602,0.0155039,0.0232558,0,0,0,0,0.00491198,-0.16941
s060,False,0.116729,0.211933,0.00435053,0.403101,0.51938,0,0.148148,0.407407,0,0.286372,0.307447
s061,False,0.00561447,0.0453698,0.00372902,0.0116279,0.00387597,0,0.037037,0,0,0.00601343,-0.0414938
s062,False,0.0249532,0.0534493,0.00372902,0.0542636,0.0271318,0,0.148148,0.037037,0,0.0293104,-0.0263176
s063,False,0.0149719,0.078931,0.00372902,0.0271318,0.0232558,0,0,0,0,0.0121599,-0.0556752
s064,False,0.0274657,0.0907396,0.00435053,0.0348837,0.0193798,0,0.037037,0,0,0.00741805,-0.0713597
s065,False,0.0299625,0.0770665,0.00435053,0.0387597,0.0387597,0,0.037037,0.037037,0,0.00879714,-0.0383068
s066,False,0.0293383,0.0963331,0.00435053,0.0271318,0.0271318,0,0.037037,0,0,-0.00220654,-0.0692013
s067,False,0.00499064,0.0410193,0.00372902,0.0116279,0,0,0,0,0,0.00663726,-0.0410193
s068,False,0.0723643,0.174021,0.00372902,0.0658915,0.0193798,0,0.037037,0,0,-0.00647284,-0.154641
s069,False,0.00935745,0.0329397,0.00372902,0.0271318,0.00387597,0,0.0740741,0,0,0.0177743,-0.0290637
s070,True,,,,,,,,,,,
s071,False,0.00374298,0.0596644,0.00372902,0.0116279,0.00775194,0,0,0,0,0.00788493,-0.0519124
s072,False,0.0611354,0.171535,0.00372902,0.0620155,0.0930233,0,0.037037,0,0,0.000880133,-0.0785119
s073,False,0.0202788,0.0689869,0.509633,0.0306122,0.0775194,0.620155,0.1,0.740741,0.62963,0.0103334,0.00853243
s074,False,0.0278834,0.130516,0.509633,0.0204082,0.0968992,0.620155,0.1,0.851852,0.62963,-0.00747523,-0.0336166
s075,True,,,,,,,,,,,
s076,False,0.0176991,0.0882536,0.0167806,0.03125,0.0348837,0.00775194,0.0740741,0,0,0.0135509,-0.0533699
s077,False,0.00379267,0.0969546,0.0167806,0,0,0.00775194,0,0,0,-0.00379267,-0.0969546
s078,False,0.005689,0.0223741,0.0167806,0,0,0.00775194,0,0,0,-0.005689,-0.0223741
s079,False,0.00442478,0.246116,0.0167806,0.00390625,0.00775194,0.00775194,0,0,0,-0.000518529,-0.238364
s080,False,0.0480405,0.195774,0.0167806,0.046875,0.0348837,0.00775194,0.111111,0.111111,0,-0.00116546,-0.16089
s081,False,0.05689,0.300186,0.0167806,0.0625,0.100775,0.00775194,0.0740741,0.037037,0,0.00560999,-0.199411
s082,False,0.0758534,0.0863891,0.0167806,0.0585938,0.0310078,0.00775194,0.0740741,0,0,-0.0172596,-0.0553813
s083,False,0.0202276,0.0907396,0.0167806,0.0234375,0.00387597,0.00775194,0,0,0,0.00320994,-0.0868636
s084,False,0.00186567,0.00807955,0.000621504,0.00387597,0.00775194,0,0,0,0,0.0020103,-0.000327615
s085,False,0.00438322,0.00807955,0.00745805,0,0,0.00775194,0,0,0,-0.00438322,-0.00807955
s086,False,0.00858369,0.0447483,0.85519,0,0,0.829457,0,0,0.814815,-0.00858369,-0.0447483
s087,False,0.00994406,0.00745805,0,0.0155039,0,0,0,0,0,0.00555981,-0.00745805
s088,False,0.249223,0.530764,0,0.24031,0.488372,0,0.259259,0.518519,0,-0.00891304,-0.0423924
s089,False,0.0155376,0.0198881,0,0.00775194,0.0271318,0,0,0,0,-0.00778566,0.00724365
s090,False,0.00834939,0.0459913,0.0323182,0.00813008,0.0155039,0.0465116,0,0.0740741,0.037037,-0.000219309,-0.0304874
s091,False,0.00899165,0.0186451,0.0323182,0.00813008,0.00387597,0.0465116,0,0,0.037037,-0.000861569,-0.0147692
s092,False,0.033063,0.0497203,0.00372902,0.0310078,0.0193798,0,0.037037,0,0,-0.00205525,-0.0303405
s093,False,0.0385812,0.0745805,0.00124301,0.0193798,0.0155039,0,0,0,0,-0.0192014,-0.0590766
s094,False,0.0678283,0.136109,0.00124301,0.0465116,0.0503876,0,0.037037,0.185185,0,-0.0213166,-0.0857218
s095,False,0.0218341,0.0422623,0.00372902,0.0387597,0.0658915,0,0,0,0,0.0169256,0.0236292
s096,False,0.00374298,0.0820385,0.00372902,0.00387597,0.0116279,0,0,0,0,0.000132987,-0.0704106
s097,False,0.0311915,0.0652579,0.00372902,0.0465116,0.104651,0,0,0,0,0.0153201,0.0393932
s098,True,,,,,,,,,,,
s099,False,0.0436681,0.0621504,0.00372902,0.0658915,0.108527,0,0.037037,0.037037,0,0.0222234,0.0463767
s100,False,0.0218341,0.0366687,0.00372902,0.0271318,0.0116279,0,0.037037,0,0,0.00529772,-0.0250408
s101,False,0.0243294,0.0397763,0.00372902,0.0310078,0.0503876,0,0,0,0,0.00667837,0.0106113
s102,False,0.0386775,0.0640149,0.00372902,0.0503876,0.0930233,0,0.037037,0,0,0.0117101,0.0290083
s103,False,0.025577,0.0484773,0.00372902,0.0155039,0.0193798,0,0.037037,0.037037,0,-0.0100732,-0.0290975
s104,False,0.0124456,0.178372,0.00124301,0.0232558,0.0310078,0,0.037037,0,0,0.0108103,-0.147364
s105,False,0.0242688,0.0403978,0.00124301,0.0271318,0.00775194,0,0.037037,0,0,0.00286296,-0.0326458
s106,False,0.0411728,0.0807955,0.00372902,0.0193798,0.0193798,0,0,0,0,-0.021793,-0.0614157
s107,False,0.0679975,0.133623,0.00372902,0.0465116,0.0542636,0,0.037037,0.185185,0,-0.0214859,-0.0793598
s108,False,0.02932,0.0447483,0.00372902,0.0116279,0.00387597,0,0,0,0,-0.0176921,-0.0408723
s109,False,0.0199626,0.0304537,0.00372902,0.0232558,0.0232558,0,0.037037,0,0,0.00329324,-0.00719788
s110,False,0.00881834,0.149782,0.647607,0.0208333,0.0581395,0.627907,0.111111,0.444444,0.666667,0.012015,-0.0916429
s111,False,0.0828924,0.110006,0.647607,0.104167,0.0348837,0.627907,0.222222,0.185185,0.666667,0.0212743,-0.0751225
s112,False,0.0511464,0.117464,0.647607,0.0625,0.0542636,0.627907,0.333333,0.037037,0.666667,0.0113536,-0.0632007
s113,False,0.0391705,0.320075,0.460534,0.0652174,0.170543,0.465116,0,0,0.518519,0.0260469,-0.149532
s114,False,0.0118086,0.0292107,0,0.0116279,0.0116279,0,0,0,0,-0.00018067,-0.0175828
s115,True,,,,,,,,,,,
s116,False,0.0261032,0.0279677,0,0.0310078,0.0348837,0,0,0,0,0.00490458,0.00691604
s117,False,0.122436,0.646364,0,0.131783,0.813953,0,0.111111,0.962963,0,0.00934665,0.167589
s118,False,0.0348042,0.0472343,0,0.0503876,0.147287,0,0.0740741,0,0,0.0155834,0.100053
s119,False,0.0120101,0.0820385,0.0167806,0.015625,0.00775194,0.00775194,0.0740741,0,0,0.00361489,-0.0742866
s120,False,0.00186451,0.00807955,0,0,0,0,0,0,0,-0.00186451,-0.00807955
s121,False,0.0254817,0.0329397,0,0.0116279,0.0155039,0,0,0,0,-0.0138538,-0.0174358
s122,False,0.014375,0.207582,0.00559354,0.0194553,0.0116279,0.00387597,0,0,0,0.00508025,-0.195954
s123,False,0.004375,0.128651,0.00559354,0.0077821,0.0116279,0.00387597,0,0,0,0.0034071,-0.117023
s124,False,0.005,0.179615,0.00559354,0.0077821,0.0155039,0.00387597,0,0,0,0.0027821,-0.164111
s125,False,0.001875,0.232443,0.00559354,0,0.0193798,0.00387597,0,0,0,-0.001875,-0.213063
s126,False,0.018125,0.118707,0.00559354,0.0077821,0.0193798,0.00387597,0,0,0,-0.0103429,-0.0993274
s127,False,0.02125,0.118707,0.00559354,0.0155642,0.00775194,0.00387597,0,0,0,-0.0056858,-0.110955
s128,False,0.004375,0.212554,0.00559354,0.0077821,0.0116279,0.00387597,0,0,0,0.0034071,-0.200926
s129,False,0.025,0.178993,0.00559354,0.0194553,0.00775194,0.00387597,0.0740741,0.037037,0,-0.00554475,-0.171241
s130,False,0.163125,0.274705,0.00559354,0.167315,0.25969,0.00387597,0.185185,0.037037,0,0.00419018,-0.0150149
s131,False,0.0025,0.101305,0.00559354,0,0,0.00387597,0,0,0,-0.0025,-0.101305
s132,False,0.008125,0.0832815,0.00559354,0.0155642,0.0271318,0.00387597,0.037037,0.111111,0,0.0074392,-0.0561498
s133,False,0,0.163456,0.00497203,0,0.0116279,0.00387597,0,0,0,0,-0.151828
s134,False,0.00312305,0.127408,0.00497203,0.00389105,0.00775194,0.00387597,0,0,0,0.000768002,-0.119656
s135,False,0.00874453,0.11995,0.00497203,0.0116732,0.0387597,0.00387597,0,0,0,0.00292862,-0.0811906
s136,False,0.0392768,0.129273,0.00310752,0.0509804,0.143411,0.0116279,0,0,0.037037,0.0117036,0.014138
s137,False,0,0,0.00372902,0,0,0.00775194,0,0,0,0,0
s138,False,0.00062422,0.00310752,0.00435053,0,0,0.0155039,0,0,0,-0.00062422,-0.00310752
s139,False,0.0557994,0.164077,0.00870106,0.0581395,0.0426357,0,0,0,0,0.00234016,-0.121441
s140,False,0.0664577,0.226227,0.00870106,0.0775194,0.139535,0,0.037037,0,0,0.0110617,-0.0866926
s141,False,0.0363636,0.236172,0.00870106,0.379845,0.476744,0,0,0,0,0.343481,0.240573
s142,True,,,,,,,,,,,
s143,False,0.0338558,0.101305,0.00870106,0.0310078,0.0697674,0,0,0,0,-0.00284805,-0.0315377
s144,False,0.02375,0.100062,0.00559354,0.0116279,0.0155039,0,0.037037,0.0740741,0,-0.0121221,-0.0845583
s145,False,0.0703174,0.209447,0.00124301,0.0658915,0.135659,0,0.037037,0.037037,0,-0.00442589,-0.0737879
s146,False,0.0416926,0.117464,0.00124301,0.0387597,0.104651,0,0.037037,0,0,-0.0029329,-0.0128131
s147,False,0.0541381,0.144189,0.00124301,0.0387597,0.139535,0,0.037037,0.185185,0,-0.0153785,-0.00465405
s148,False,0.00808961,0.0689869,0.00124301,0.0155039,0.0736434,0,0.037037,0.148148,0,0.00741427,0.00465646
s149,False,0.00311139,0.0689869,0.00124301,0.00775194,0.0891473,0,0,0,0,0.00464055,0.0201603
s150,True,,,,,,,,,,,
s151,False,0.0404732,0.109385,0.00186451,0.0503876,0.158915,0,0.037037,0.111111,0,0.00991437,0.04953
s152,False,0.0155666,0.123058,0.00186451,0.00775194,0.0542636,0,0,0,0,-0.00781469,-0.0687942
s153,False,0.12142,0.311374,0.00186451,0.321705,0.523256,0,0.185185,0.62963,0,0.200286,0.211882
s154,False,0.00809465,0.0596644,0.00186451,0.0155039,0.0310078,0,0.037037,0.148148,0,0.00740923,-0.0286566
s155,False,0.00373599,0.0602859,0.00186451,0.00387597,0.0503876,0,0,0,0,0.000139979,-0.00989829
s156,False,0.0519074,0.365444,0.00621504,0.0509804,0.244186,0.0116279,0.0740741,0.222222,0,-0.00092705,-0.121258
s157,False,0.0391548,0.0882536,0,0.0581395,0.120155,0,0.111111,0.296296,0,0.0189848,0.0319015
s158,False,0.0979021,0.237415,0.911125,0.1875,0.205426,0.937984,,1,1,0.0895979,-0.0319882
s159,False,0.00699301,0,0.911125,0,0,0.937984,,0,1,-0.00699301,0
s160,False,0.0877411,0.199503,0.00124301,0.116279,0.344961,0,0.111111,0.851852,0,0.0285379,0.145458
s161,False,0.0479154,0.200746,0.00124301,0.0542636,0.20155,0,0.111111,0.592593,0,0.0063482,0.000804583
s162,False,0.101431,0.242387,0.00124301,0.0891473,0.213178,0,0.037037,0,0,-0.012284,-0.0292083
s163,False,0.20224,0.535736,0.00124301,0.251938,0.662791,0,0.259259,0.814815,0,0.0496978,0.127054
s164,False,0.029247,0.117464,0.00124301,0.0426357,0.217054,0,0.111111,0.703704,0,0.0133886,0.09959
s165,False,0.033603,0.151647,0.00124301,0.0542636,0.391473,0,0.0740741,0.777778,0,0.0206606,0.239826
s166,False,0.0273802,0.144189,0.00124301,0.0387597,0.310078,0,0.0740741,0.703704,0,0.0113795,0.165889
s167,False,0.0342253,0.101927,0.00124301,0.0426357,0.0658915,0,0.0740741,0,0,0.00841039,-0.0360352
s168,False,0.00808961,0.0254817,0.00124301,0.00387597,0.0232558,0,0,0,0,-0.00421364,-0.00222585
s169,False,0.00995644,0.0198881,0.00124301,0.0116279,0.00775194,0,0,0,0,0.00167147,-0.0121362
s170,False,0.000622278,0.0248602,0.00124301,0,0,0,0,0,0,-0.000622278,-0.0248602
s171,False,0,0.0354257,0.000621504,0,0.00387597,0,0,0,0,0,-0.0315498
s172,False,0.0335821,0.0671224,0.000621504,0.0193798,0.0310078,0,0,0,0,-0.0142022,-0.0361147
s173,False,0.000621891,0.00932256,0.000621504,0.00387597,0,0,0,0,0,0.00325408,-0.00932256
s174,False,0.0118159,0.0292107,0.000621504,0.0116279,0,0,0,0,0,-0.000188013,-0.0292107
s175,False,0.000621891,0.00870106,0.000621504,0.00387597,0,0,0,0,0,0.00325408,-0.00870106
s176,False,0.00870647,0.0646364,0.000621504,0.0193798,0.00775194,0,0.037037,0.037037,0,0.0106734,-0.0568845
s177,False,0,0.0161591,0.000621504,0,0.00387597,0,0,0,0,0,-0.0122831
s178,False,0.148632,0.30578,0.000621504,0.143411,0.356589,0,0.185185,0.62963,0,-0.00522099,0.0508092
s179,True,,,,,,,,,,,
s180,True,,,,,,,,,,,
s181,False,0.00559701,0.0994406,0.000621504,0.00775194,0.0116279,0,0,0,0,0.00215492,-0.0878127
s182,False,0.00373134,0.0180236,0.000621504,0,0,0,0,0,0,-0.00373134,-0.0180236
s183,False,0.00435323,0.0410193,0.000621504,0,0,0,0,0,0,-0.00435323,-0.0410193
s184,False,0.00186567,0.0472343,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0472343
s185,False,0.0217662,0.0783095,0.000621504,0.0116279,0.0155039,0,0,0,0,-0.0101383,-0.0628056
s186,False,0.0254975,0.08266,0.000621504,0.0232558,0.0348837,0,0.037037,0,0,-0.0022417,-0.0477763
s187,True,,,,,,,,,,,
s188,False,0.00186567,0.0621504,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0621504
s189,False,0.00124378,0.00621504,0.000621504,0,0.00387597,0,0,0,0,-0.00124378,-0.00233907
s190,True,,,,,,,,,,,
s191,True,,,,,,,,,,,
s192,True,,,,,,,,,,,
s193,True,,,,,,,,,,,
s194,True,,,,,,,,,,,
s195,True,,,,,,,,,,,
s196,False,0.0890966,0.230578,0.00248602,0.0581395,0.0775194,0,0.0740741,0,0,-0.030957,-0.153059
s197,False,0.0480649,0.178372,0.00435053,0.0736434,0.108527,0,0.0740741,0.222222,0,0.0255785,-0.0698445
s198,False,0.0224579,0.0907396,0.00372902,0.00775194,0,0,0,0,0,-0.014706,-0.0907396
s199,False,0.0611354,0.200746,0.00372902,0.0465116,0.0426357,0,0,0,0,-0.0146237,-0.15811
s200,False,0.114161,0.321318,0.00372902,0.131783,0.321705,0,0.111111,0.333333,0,0.017622,0.000387838
s201,False,0.00686642,0.0453698,0.00435053,0.00387597,0,0,0,0,0,-0.00299045,-0.0453698
s202,False,0.0430712,0.138595,0.00435053,0.0736434,0.112403,0,0.0740741,0.222222,0,0.0305722,-0.0261923
s203,False,0.0280899,0.149161,0.00435053,0.0310078,0.0658915,0,0,0.037037,0,0.00291786,-0.0832695
s204,False,0.0118528,0.131137,0.00372902,0.00387597,0,0,0,0,0,-0.00797681,-0.131137
s205,False,0.0786026,0.2977,0.00372902,0.0736434,0.108527,0,0.037037,0,0,-0.00495921,-0.189173
s206,False,0.036806,0.153511,0.00372902,0.0193798,0.00387597,0,0.037037,0,0,-0.0174261,-0.149636
s207,True,,,,,,,,,,,
s208,False,0.0124766,0.105034,0.00372902,0.0116279,0,0,0,0,0,-0.000848699,-0.105034
s209,False,0.00935745,0.0292107,0.00372902,0.00387597,0.00387597,0,0,0,0,-0.00548149,-0.0253347
s210,True,,,,,,,,,,,
s211,False,0.0644753,0.159105,0.0167806,0.0703125,0.139535,0.00775194,0.111111,0.259259,0,0.00583715,-0.0195702
s212,False,0.039823,0.109385,0.0167806,0.046875,0.0968992,0.00775194,0,0,0,0.00705199,-0.0124855
s213,False,0.0783818,0.205718,0.0167806,0.078125,0.174419,0.00775194,0.111111,0.333333,0,-0.000256795,-0.0312992
s214,False,0.0189633,0.075202,0.0167806,0.03125,0.0697674,0.00775194,0.037037,0,0,0.0122867,-0.00543455
s215,False,0.0385588,0.150404,0.0167806,0.046875,0.0968992,0.00775194,0.037037,0.037037,0,0.00831621,-0.0535048
s216,False,0.00821745,0.135488,0.0167806,0.00390625,0.00387597,0.00775194,0,0,0,-0.0043112,-0.131612
s217,False,0.022756,0.0416408,0.0167806,0.015625,0,0.00775194,0.037037,0,0,-0.00713101,-0.0416408
s218,False,0.0442478,0.139838,0.0167806,0.03125,0.0968992,0.00775194,0,0,0,-0.0129978,-0.0429392
s219,False,0.0124378,0.0130516,0.000621504,0.0116279,0,0,0,0,0,-0.000809904,-0.0130516
s220,False,0.0388228,0.0988191,0.00745805,0.0234375,0.0387597,0.00775194,0.037037,0,0,-0.0153853,-0.0600595
s221,False,0.00429185,0.0180236,0.85519,0,0,0.829457,0,0,0.814815,-0.00429185,-0.0180236
s222,False,0.00435053,0,0,0,0,0,0,0,0,-0.00435053,0
s223,False,0.175886,0.587943,0,0.158915,0.562016,0,0.185185,0.814815,0,-0.0169709,-0.0259273
s224,False,0.00870106,0.00932256,0,0.0155039,0.0116279,0,0,0.037037,0,0.00680282,0.00230535
s225,False,0.126525,0.373524,0.0323182,0.117886,0.399225,0.0465116,0.0384615,0.037037,0.037037,-0.00863919,0.0257009
s226,False,0.0192678,0.0254817,0.0323182,0.00406504,0,0.0465116,0,0,0.037037,-0.0152028,-0.0254817
s227,True,,,,,,,,,,,
s228,False,0.067206,0.176507,0.00124301,0.0697674,0.127907,0,0.037037,0,0,0.00256147,-0.0486002
s229,False,0.0566273,0.139217,0.00124301,0.0697674,0.228682,0,0.037037,0.0740741,0,0.0131402,0.0894653
s230,True,,,,,,,,,,,
s231,True,,,,,,,,,,,
s232,True,,,,,,,,,,,
s233,True,,,,,,,,,,,
s234,True,,,,,,,,,,,
s235,True,,,,,,,,,,,
s236,True,,,,,,,,,,,
s237,True,,,,,,,,,,,
s238,True,,,,,,,,,,,
s239,False,0.0136901,0.0186451,0.00124301,0.0155039,0.0232558,0,0,0,0,0.00181377,0.00461069
s240,False,0.0168015,0.108763,0.00124301,0.0193798,0.0658915,0,0.0740741,0.185185,0,0.00257835,-0.0428717
s241,True,,,,,,,,,,,
s242,True,,,,,,,,,,,
s243,True,,,,,,,,,,,
s244,True,,,,,,,,,,,
s245,False,0.0634921,0.135488,0.647607,0.104167,0.205426,0.627907,0.111111,1,0.666667,0.0406746,0.0699385
s246,False,0.114638,0.146675,0.647607,0.0833333,0.170543,0.627907,0,0,0.666667,-0.0313051,0.0238677
s247,False,0.00881834,0.0211311,0.647607,0,0,0.627907,0,0,0.666667,-0.00881834,-0.0211311
s248,False,0.168203,0.345556,0.460534,0.202899,0.612403,0.465116,0.461538,0.962963,0.518519,0.0346958,0.266847
s249,False,0.0298322,0.106277,0,0.0271318,0.108527,0,0,0,0,-0.00270041,0.00224994
s250,True,,,,,,,,,,,
s251,False,0.0142946,0.0217526,0,0.00387597,0,0,0,0,0,-0.0104186,-0.0217526
s252,False,0.124301,0.536979,0,0.182171,0.74031,0,0.111111,0.703704,0,0.0578697,0.203331
s253,False,0.00435053,0.0372902,0,0.116279,0.286822,0,0,0,0,0.111929,0.249531
s254,False,0.0259166,0.0820385,0.0167806,0.0195312,0.0581395,0.00775194,0.037037,0.37037,0,-0.00638531,-0.023899
s255,False,0.00248602,0.000621504,0,0,0,0,0,0,0,-0.00248602,-0.000621504
s256,False,0.00248602,0.073959,0,0,0,0,0,0,0,-0.00248602,-0.073959
s257,True,,,,,,,,,,,
s258,True,,,,,,,,,,,
s259,True,,,,,,,,,,,
s260,True,,,,,,,,,,,
s261,True,,,,,,,,,,,
s262,True,,,,,,,,,,,
s263,True,,,,,,,,,,,
s264,True,,,,,,,,,,,
s265,True,,,,,,,,,,,
s266,True,,,,,,,,,,,
s267,True,,,,,,,,,,,
s268,False,0,0.0981976,0.00497203,0,0,0.00387597,0,0,0,0,-0.0981976
s269,False,0,0.188937,0.00497203,0,0.0348837,0.00387597,0,0,0,0,-0.154054
s270,False,0.0193629,0.0534493,0.00497203,0.0311284,0.0620155,0.00387597,0,0,0,0.0117655,0.00856616
s271,False,0.0243142,0.0720945,0.00310752,0.0313725,0.0658915,0.0116279,0,0,0.037037,0.00705833,-0.006203
s272,False,0.00062383,0,0.00372902,0.00390625,0,0.00775194,0,0,0,0.00328242,0
s273,False,0.00062422,0.00186451,0.00435053,0,0,0.0155039,0,0,0,-0.00062422,-0.00186451
s274,False,0.0645768,0.123058,0.00870106,0.0697674,0.0968992,0,0,0,0,0.00519064,-0.0261586
s275,False,0.061442,0.216283,0.00870106,0.0581395,0.139535,0,0,0,0,-0.00330247,-0.0767485
s276,False,0.0489028,0.255438,0.00870106,0.372093,0.527132,0,0,0,0,0.32319,0.271694
s277,True,,,,,,,,,,,
s278,False,0.0250784,0.0913611,0.00870106,0.0232558,0.0658915,0,0,0,0,-0.00182256,-0.0254696
s279,False,0.015,0.0913611,0.00559354,0.0116279,0,0,0.037037,0,0,-0.00337209,-0.0913611
s280,False,0.0665837,0.185208,0.00124301,0.0697674,0.124031,0,0.037037,0,0,0.00318375,-0.0611772
s281,False,0.0255134,0.111871,0.00124301,0.0271318,0.0736434,0,0.037037,0,0,0.0016184,-0.0382273
