feature,t,value,mr,ewma,ewma_lcl,ewma_ucl,r1,r2,r3,r4
s130,194,-0.1892,0.0473,-0.0508316,-0.773191,0.489391,False,False,False,False
s130,195,-0.1419,0.0473,-0.0690453,-0.773191,0.489391,False,False,False,False
s130,196,0.0482,0.1901,-0.0455962,-0.773191,0.489391,False,False,False,False
s130,197,0.0482,0,-0.026837,-0.773191,0.489391,False,False,False,False
s130,198,0.0482,0,-0.0118296,-0.773191,0.489391,False,False,False,False
s130,199,0.0482,0,0.000176339,-0.773191,0.489391,False,False,False,False
s130,200,-0.0946,0.1428,-0.0187789,-0.773191,0.489391,False,False,False,False
s130,201,0.1892,0.2838,0.0228169,-0.773191,0.489391,False,False,False,False
s130,202,0.7096,0.5204,0.160173,-0.773191,0.489391,False,False,False,False
s130,203,0.1892,0.5204,0.165979,-0.773191,0.489391,False,False,False,True
s130,204,-0.1892,0.3784,0.094943,-0.773191,0.489391,False,False,False,False
s130,205,-0.1892,0,0.0381144,-0.773191,0.489391,False,False,False,False
s130,206,-0.1892,0,-0.00734846,-0.773191,0.489391,False,False,False,False
s130,207,0,0.1892,-0.00587877,-0.773191,0.489391,False,False,False,False
s130,208,0.0946,0.0946,0.014217,-0.773191,0.489391,False,False,False,False
s130,209,0,0.0946,0.0113736,-0.773191,0.489391,False,False,False,False
s130,210,0.3784,0.3784,0.0847789,-0.773191,0.489391,False,False,False,False
s130,211,0.0946,0.2838,0.0867431,-0.773191,0.489391,False,False,False,False
s130,212,0,0.0946,0.0693945,-0.773191,0.489391,False,False,False,False
s130,213,0.5677,0.5677,0.169056,-0.773191,0.489391,False,False,False,False
s130,214,0.5677,0,0.248784,-0.773191,0.489391,False,False,False,True
s130,215,0.5677,0,0.312568,-0.773191,0.489391,False,False,False,True
s130,216,0.5677,0,0.363594,-0.773191,0.489391,False,False,True,True
s130,217,0.5677,0,0.404415,-0.773191,0.489391,False,False,True,True
s130,218,0,0.5677,0.323532,-0.773191,0.489391,False,False,False,True
s130,219,1.608,1.608,0.580426,-0.773191,0.489391,False,False,True,True
s130,220,1.608,0,0.785941,-0.773191,0.489391,False,True,True,True
s130,221,1.608,0,0.950352,-0.773191,0.489391,False,True,True,True
s130,222,0.5677,1.0403,0.873822,-0.773191,0.489391,False,False,True,True
s130,223,0.7569,0.1892,0.850438,-0.773191,0.489391,False,False,True,True
s130,224,0.7569,0,0.83173,-0.773191,0.489391,False,False,True,True
s130,225,0.7569,0,0.816764,-0.773191,0.489391,False,False,True,True
s130,226,0.7569,0,0.804791,-0.773191,0.489391,False,False,True,True
s130,227,0.7569,0,0.795213,-0.773191,0.489391,False,False,True,True
s130,228,0,0.7569,0.63617,-0.773191,0.489391,False,False,False,True
s130,229,0,0,0.508936,-0.773191,0.489391,False,False,False,True
s130,230,0.7569,0.7569,0.558529,-0.773191,0.489391,False,False,False,True
s130,231,0.7569,0,0.598203,-0.773191,0.489391,False,False,False,True
s130,232,0,0.7569,0.478563,-0.773191,0.489391,False,False,False,True
s130,233,0,0,0.38285,-0.773191,0.489391,False,False,False,True
s130,234,-0.2838,0.2838,0.24952,-0.773191,0.489391,False,False,False,False
s130,235,-0.2838,0,0.142856,-0.773191,0.489391,False,False,False,False
s130,236,1.608,1.8918,0.435885,-0.773191,0.489391,False,False,False,False
s130,237,0,1.608,0.348708,-0.773191,0.489391,False,False,False,False
s130,238,0,0,0.278966,-0.773191,0.489391,False,False,False,False
s130,239,-0.5677,0.5677,0.109633,-0.773191,0.489391,False,False,False,False
s130,240,0,0.5677,0.0877064,-0.773191,0.489391,False,False,False,False
s130,241,0.7569,0.7569,0.221545,-0.773191,0.489391,False,False,False,False
s130,242,0,0.7569,0.177236,-0.773191,0.489391,False,False,False,False
s130,243,0,0,0.141789,-0.773191,0.489391,False,False,False,False
s130,244,0,0,0.113431,-0.773191,0.489391,False,False,False,False
s130,245,-0.2838,0.2838,0.0339849,-0.773191,0.489391,False,False,False,False
s130,246,-0.4258,0.142,-0.0579721,-0.773191,0.489391,False,False,False,False
s130,247,-0.5677,0.1419,-0.159918,-0.773191,0.489391,False,False,False,False
s130,248,-0.5677,0,-0.241474,-0.773191,0.489391,False,False,False,False
s130,249,-0.4258,0.1419,-0.278339,-0.773191,0.489391,False,False,False,False
s130,250,-0.5677,0.1419,-0.336211,-0.773191,0.489391,False,False,False,False
s130,251,-0.5677,0,-0.382509,-0.773191,0.489391,False,False,False,False
s130,252,-0.5677,0,-0.419547,-0.773191,0.489391,False,False,False,True
s130,253,-0.5677,0,-0.449178,-0.773191,0.489391,False,False,False,True
s130,254,-0.2838,0.2839,-0.416102,-0.773191,0.489391,False,False,False,True
s130,255,-0.5677,0.2839,-0.446422,-0.773191,0.489391,False,False,False,True
s130,256,-0.5677,0,-0.470677,-0.773191,0.489391,False,False,False,True
s130,257,-0.3784,0.1893,-0.452222,-0.773191,0.489391,False,False,False,True
s130,258,-0.4258,0.0474,-0.446938,-0.773191,0.489391,False,False,False,True
s130,259,-0.3784,0.0474,-0.43323,-0.773191,0.489391,False,False,False,True
s130,260,-0.4258,0.0474,-0.431744,-0.773191,0.489391,False,False,False,True
s130,261,-0.5677,0.1419,-0.458935,-0.773191,0.489391,False,False,False,True
s130,262,-0.4258,0.1419,-0.452308,-0.773191,0.489391,False,False,False,True
s130,263,-0.5677,0.1419,-0.475387,-0.773191,0.489391,False,False,False,True
s130,264,-0.4258,0.1419,-0.465469,-0.773191,0.489391,False,False,False,True
s130,265,-0.3784,0.0474,-0.448055,-0.773191,0.489391,False,False,False,True
s130,266,-0.3784,0,-0.434124,-0.773191,0.489391,False,False,False,True
s130,267,-0.9934,0.615,-0.545979,-0.773191,0.489391,False,False,False,True
s130,268,-0.3784,0.615,-0.512464,-0.773191,0.489391,False,False,False,True
s130,269,-0.5677,0.1893,-0.523511,-0.773191,0.489391,False,False,False,True
s130,270,-0.9934,0.4257,-0.617489,-0.773191,0.489391,False,False,False,True
s130,271,-0.3784,0.615,-0.569671,-0.773191,0.489391,False,False,False,True
s130,272,-0.9934,0.615,-0.654417,-0.773191,0.489391,False,False,False,True
s130,273,-0.9934,0,-0.722213,-0.773191,0.489391,False,False,False,True
s130,274,-0.9934,0,-0.776451,-0.773191,0.489391,False,False,True,True
s130,275,-0.3784,0.615,-0.696841,-0.773191,0.489391,False,False,False,True
s130,276,-0.3784,0,-0.633152,-0.773191,0.489391,False,False,False,True
s130,277,-0.9934,0.615,-0.705202,-0.773191,0.489391,False,False,False,True
s130,278,-0.0473,0.9461,-0.573622,-0.773191,0.489391,False,False,False,False
s130,279,0.4258,0.4731,-0.373737,-0.773191,0.489391,False,False,False,False
s130,280,-0.0473,0.4731,-0.30845,-0.773191,0.489391,False,False,False,False
s130,281,-0.0473,0,-0.25622,-0.773191,0.489391,False,False,False,False
s130,282,0.4258,0.4731,-0.119816,-0.773191,0.489391,False,False,False,False
s130,283,-0.0946,0.5204,-0.114773,-0.773191,0.489391,False,False,False,False
s130,284,0,0.0946,-0.0918182,-0.773191,0.489391,False,False,False,False
s130,285,0,0,-0.0734545,-0.773191,0.489391,False,False,False,True
s130,286,-0.0946,0.0946,-0.0776836,-0.773191,0.489391,False,False,False,True
s130,287,0,0.0946,-0.0621469,-0.773191,0.489391,False,False,False,True
s130,288,-0.0946,0.0946,-0.0686375,-0.773191,0.489391,False,False,False,True
s130,289,0.5204,0.615,0.04917,-0.773191,0.489391,False,False,False,True
s130,290,-0.0946,0.615,0.020416,-0.773191,0.489391,False,False,False,True
s130,291,0.4258,0.5204,0.101493,-0.773191,0.489391,False,False,False,True
s130,292,-0.0946,0.5204,0.0622742,-0.773191,0.489391,False,False,False,True
s130,293,-0.5204,0.4258,-0.0542606,-0.773191,0.489391,False,False,False,False
s130,294,0.4258,0.9462,0.0417515,-0.773191,0.489391,False,False,False,False
s130,295,-0.5204,0.9462,-0.0706788,-0.773191,0.489391,False,False,False,False
s130,296,0,0.5204,-0.056543,-0.773191,0.489391,False,False,False,False
s130,297,-0.5677,0.5677,-0.158774,-0.773191,0.489391,False,False,False,False
s130,298,-0.5204,0.0473,-0.2311,-0.773191,0.489391,False,False,False,False
s130,299,,,-0.2311,-0.773191,0.489391,False,False,False,False
s130,300,1.608,,0.13672,-0.773191,0.489391,False,False,False,False
s130,301,1.419,0.189,0.393176,-0.773191,0.489391,False,True,False,False
s130,302,1.419,0,0.598341,-0.773191,0.489391,False,True,False,False
s130,303,1.419,0,0.762473,-0.773191,0.489391,False,True,True,False
s130,304,1.419,0,0.893778,-0.773191,0.489391,False,True,True,False
s130,305,1.419,0,0.998823,-0.773191,0.489391,False,True,True,False
s130,306,1.419,0,1.08286,-0.773191,0.489391,False,True,True,False
s130,307,1.419,0,1.15009,-0.773191,0.489391,False,True,True,True
s130,308,1.419,0,1.20387,-0.773191,0.489391,False,True,True,True
s130,309,0.5204,0.8986,1.06718,-0.773191,0.489391,False,False,True,True
s130,310,-0.5204,1.0408,0.74966,-0.773191,0.489391,False,False,False,False
s130,311,0.2838,0.8042,0.656488,-0.773191,0.489391,False,False,False,False
s130,312,0.8042,0.5204,0.686031,-0.773191,0.489391,False,False,False,False
s130,313,0.8042,0,0.709664,-0.773191,0.489391,False,False,False,False
s130,314,0.8042,0,0.728572,-0.773191,0.489391,False,False,False,False
s130,315,0.8042,0,0.743697,-0.773191,0.489391,False,False,True,False
s130,316,,,0.743697,-0.773191,0.489391,False,False,False,False
s130,317,0,,0.594958,-0.773191,0.489391,False,False,False,False
s130,318,-0.4258,0.4258,0.390806,-0.773191,0.489391,False,False,False,False
s130,319,-0.5204,0.0946,0.208565,-0.773191,0.489391,False,False,False,False
s130,320,0.5204,1.0408,0.270932,-0.773191,0.489391,False,False,False,False
s130,321,0.5204,0,0.320826,-0.773191,0.489391,False,False,False,False
s130,322,-0.4258,0.9462,0.1715,-0.773191,0.489391,False,False,False,False
s130,323,0.5204,0.9462,0.24128,-0.773191,0.489391,False,False,False,False
s130,324,0.5204,0,0.297104,-0.773191,0.489391,False,False,True,False
s130,325,0.4258,0.0946,0.322843,-0.773191,0.489391,False,False,False,False
s130,326,-0.2838,0.7096,0.201515,-0.773191,0.489391,False,False,False,False
s130,327,0.5204,0.8042,0.265292,-0.773191,0.489391,False,False,False,False
s130,328,0.8042,0.2838,0.373073,-0.773191,0.489391,False,False,False,False
s130,329,0.2838,0.5204,0.355219,-0.773191,0.489391,False,False,False,False
s130,330,0,0.2838,0.284175,-0.773191,0.489391,False,False,False,False
s130,331,-0.0473,0.0473,0.21788,-0.773191,0.489391,False,False,False,False
s130,332,-0.4258,0.3785,0.089144,-0.773191,0.489391,False,False,False,False
s130,333,0.0473,0.4731,0.0807752,-0.773191,0.489391,False,False,False,False
s130,334,0,0.0473,0.0646202,-0.773191,0.489391,False,False,False,False
s130,335,-0.0473,0.0473,0.0422361,-0.773191,0.489391,False,False,False,False
s130,336,-0.0946,0.0473,0.0148689,-0.773191,0.489391,False,False,False,False
s130,337,0.2838,0.3784,0.0686551,-0.773191,0.489391,False,False,False,False
s130,338,0.2838,0,0.111684,-0.773191,0.489391,False,False,False,False
s130,339,0.2838,0,0.146107,-0.773191,0.489391,False,False,False,False
s130,340,0.8042,0.5204,0.277726,-0.773191,0.489391,False,False,False,True
s130,341,0.0473,0.7569,0.231641,-0.773191,0.489391,False,False,False,True
s130,342,0.6623,0.615,0.317773,-0.773191,0.489391,False,False,False,True
s130,343,0.2838,0.3785,0.310978,-0.773191,0.489391,False,False,False,True
s130,344,0,0.2838,0.248782,-0.773191,0.489391,False,False,False,True
s130,345,0,0,0.199026,-0.773191,0.489391,False,False,False,True
s130,346,-0.2365,0.2365,0.111921,-0.773191,0.489391,False,False,False,False
s130,347,0,0.2365,0.0895366,-0.773191,0.489391,False,False,False,False
s130,348,0.2838,0.2838,0.128389,-0.773191,0.489391,False,False,False,False
s130,349,0,0.2838,0.102711,-0.773191,0.489391,False,False,False,False
s130,350,0.2838,0.2838,0.138929,-0.773191,0.489391,False,False,False,False
s130,351,0.2365,0.0473,0.158443,-0.773191,0.489391,False,False,False,False
s130,352,0.8042,0.5677,0.287595,-0.773191,0.489391,False,False,False,False
s130,353,0.4258,0.3784,0.315236,-0.773191,0.489391,False,False,False,False
s130,354,0.2365,0.1893,0.299489,-0.773191,0.489391,False,False,False,True
s130,355,-0.2365,0.473,0.192291,-0.773191,0.489391,False,False,False,False
s130,356,0.6623,0.8988,0.286293,-0.773191,0.489391,False,False,False,False
s130,357,0.6623,0,0.361494,-0.773191,0.489391,False,False,False,False
s130,358,0.2838,0.3785,0.345955,-0.773191,0.489391,False,False,False,False
s130,359,0,0.2838,0.276764,-0.773191,0.489391,False,False,False,False
s130,360,0.8042,0.8042,0.382251,-0.773191,0.489391,False,False,False,False
